"Name"	"Area_m2"	"d_m"
"15020"	23652.658739131	173.538181518614
"15022"	52020.587064628	257.360969439857
"15032"	670207.039812948	923.760849056583
"15035"	64901.9807548816	287.464377669227
"15059"	11292.8422038753	119.910355125937
"15061"	1187359.67060504	1229.55003413365
"15074"	18565.8861313903	153.749212698915
"15101"	5340671.43889765	2607.67215566722
"15103"	344012.42956405	661.823412400444
"15115"	40226.584703704	226.314114439189
"15130"	1092491.92399227	1179.40829229354
"15132"	310572.89118849	628.835182368095
"15140"	97350.6810134867	352.066381202849
"15157"	8395.07503887467	103.387337331582
"15187"	128709.667253556	404.818771967077
"15189"	97968.170352422	353.181183839194
"15197"	14762.4458454937	137.098978214624
"15214"	1166442.71399796	1218.67181395584
"1522"	609715.565829799	881.086811531688
"1523"	8281.47837332686	102.685470022729
"1524"	46175.8621469609	242.472542152199
"15242"	87696.5229410745	334.153678633575
"15247"	7536003.68483436	3097.60195971029
"15250"	38381.5866400829	221.063235070494
"15276"	2968.09775069333	61.4743802638321
"15284"	264074.679591535	579.853709843448
"15286"	14516594.1702154	4299.19780335706
"15288"	13304.5051728539	130.15307183932
"15294"	1194168.23530368	1233.07024141176
"15302"	151922.898000576	439.811597715544
"15309"	36881.7248574882	216.700878093735
"15342"	49236.2913179578	250.378899155109
"15344"	63881.3931068816	285.195224147344
"15350"	92683.5454355598	343.523441987316
"15359"	4908.26144562721	79.0530996765562
"15366"	44629.6391851212	238.378315871554
"15392"	61703.2069676022	280.290854556708
"15394"	67033676.6217194	9238.50247084246
"15403"	186375.904189582	487.135680688603
"15406"	100042.491056269	356.90062449743
"1541"	3024041.32955918	1962.2255236614
"15413"	103054.771676765	362.233916927322
"15420"	99246.218713653	355.477439975673
"15462"	58628.1607397805	273.217299395514
"15487"	439709.444334216	748.234891407671
"15489"	68912.3743172068	296.2126940262
"15492"	631699.327111381	896.830286989018
"15511"	1328353.60836751	1300.5046495746
"15588"	6161.88953814601	88.575173893464
"15627"	62489.7053304252	282.071558235752
"1564"	58429.3349202948	272.753624711193
"15646"	13675.2230281298	131.953911433075
"15660"	13282.2298919122	130.044070763131
"1568"	206703.966370529	513.014292234208
"15680"	38002.5324144687	219.968922964544
"15682"	20155.8757673824	160.197559550077
"1569"	75309.6240298216	309.656570112611
"15702"	103577.793665863	363.151955594067
"1571"	82741.5102710153	324.576282048099
"15713"	18462.5922071932	153.320913434918
"15715"	122024.123151299	394.164862726078
"15719"	214235.441978687	522.276781612087
"1572"	5181.89449275648	81.2267996711855
"15724"	818376.651780788	1020.77887690491
"15730"	1065685.04372773	1164.84863390355
"15738"	338425.394253865	656.427143639421
"1574"	33623.9494360641	206.909018827533
"15740"	22495.8829579466	169.241389074279
"15746"	1032759.20539475	1146.71263204774
"15750"	2164306.94911519	1660.02445601219
"15762"	25191.2320569861	179.09347513395
"15764"	62136.0836906974	281.272321620826
"15766"	23398.6452821721	172.603825179201
"15768"	66616.7346713003	291.237121474289
"1577"	216021.375719198	524.449194940535
"15776"	50527.782245685	253.641421031687
"15778"	186068748.31017	15391.8838479207
"1578"	361970.208234803	678.877590689641
"15783"	400374.114934505	713.983302201776
"15793"	49861.323831218	251.963110900688
"1580"	444675.214619268	752.448049912316
"1581"	476205.954996518	778.668256281159
"15811"	40218.6058009915	226.291668737356
"15814"	137667.397752342	418.668812833088
"15829"	173465.90852563	469.961332875636
"15864"	1519863.50167064	1391.09680214093
"1587"	349509.337008536	667.090030755547
"15872"	3826.33600799486	69.7985839170333
"15878"	68533.7868984651	295.397914057595
"15882"	100823.022324718	358.290188316045
"15886"	890820.950646801	1065.00162518283
"15892"	236662.127097603	548.933127950761
"15902"	12482.0776187256	126.066152573223
"15904"	26894.6962698658	185.049698282473
"15909"	1228415.93155958	1250.62693935655
"1591"	81807.0893034593	322.738316815412
"15919"	2191517.20437748	1670.42700157201
"1592"	30206.5882096649	196.112780358844
"15922"	24510.4042527447	176.656774430078
"15925"	38251.0190487814	220.686905092546
"15931"	63055.0224215317	283.344574751761
"15933"	9158.72359740655	107.98726343193
"15935"	29428.552755301	193.570651474789
"15942"	21011.1776501822	163.561188139692
"15944"	52012.5526197953	257.341094305091
"1595"	25906.7096371921	181.618961521215
"15955"	163115.964906147	455.725462198613
"15967"	612846.232036938	883.345944390628
"15970"	2513162.04737003	1788.81449598305
"15976"	322787.150729655	641.081402663801
"1598"	12903.1726798032	128.1749964247
"1604"	323030.251547742	641.322766176543
"16054"	58471.2092574915	272.851343876337
"1606"	18452.6495006898	153.279623725451
"16061"	29734.0492212086	194.572781481749
"16073"	10730.1103315914	116.884561827272
"16075"	4961097.15636764	2513.2976514453
"16081"	118788.873596063	388.904475851145
"16086"	30602.6937789477	197.394427213073
"16103"	135732.142264209	415.715685321603
"16109"	714468.855901895	953.776703854724
"16111"	418.905878634928	23.0947511395992
"16124"	22497.8393494782	169.248748092429
"16131"	48692.6175663345	248.99270315036
"1617"	33855.2205496322	207.619376743892
"16175"	203708.176170519	509.283129002112
"16189"	95638401.6356016	11034.9714525101
"16197"	18007.3016965009	151.418653454459
"16205"	52476.3745847014	258.485967289478
"16212"	37870.6235919953	219.586829161288
"16222"	39979.9096123073	225.619152363728
"16224"	47253.8347467843	245.286467298924
"16231"	422226.557258677	733.209076279838
"16236"	14819.986608283	137.365909170039
"16238"	1903496.00648602	1556.7936243136
"16241"	37939.6341993531	219.786811650296
"16251"	9616153.17461673	3499.09509590017
"1626"	3822.30820740019	69.761837431562
"16269"	34389.404396463	209.250924962032
"16271"	268485.263765219	584.67602567963
"16275"	139457.483265685	421.381991194583
"16278"	32630.0308618793	203.827980511198
"1630"	139403962.414381	13322.7113471232
"1632"	121303.822320519	392.999775452879
"1633"	172321.505493507	468.408534510881
"1635"	55794.883887541	266.533773768962
"1639"	687508.949192544	935.608668980394
"1642"	31772.5033206048	201.131816635318
"1648"	371289.349463144	687.56111166606
"1651"	2453.72563520218	55.8943692215041
"1656"	485254.941473226	786.031666513416
"1658"	51874.6398908539	256.99969431486
"1659"	3326596.238069	2058.04613157156
"1663"	50958.6797459418	254.720643450875
"1666"	708589.828141854	949.844508426143
"1667"	9912.03235117068	112.340516102628
"1684"	193764.059950577	496.69715469037
"1687"	357282.228753749	674.467095031616
"1697"	116166.472729368	384.587762222657
"1698"	25728.3297382023	180.992615436832
"1701"	71950.2702991984	302.671322393324
"1703"	81784.4698436079	322.693695553666
"1705"	142080.445976482	425.326277522169
"1707"	63723.9663300203	284.843595467326
"1709"	218399.388761026	527.327922944089
"1716"	19380.0306207335	157.084121936293
"1718"	27594.156861095	187.440581836408
"1725"	504567.293698856	801.520449718773
"17285"	4253.02289301412	73.5874780927403
"17292"	100611.243404825	357.913695949175
"17296"	77235.3368853909	313.590633108551
"17304"	21883.1863917959	166.920754488005
"1732"	1622222.49216426	1437.17703411318
"17320"	10733112.4125341	3696.73141595737
"17322"	3195539.39390652	2017.09868947477
"17326"	3358717.5467269	2067.95841352977
"17328"	746654.62569075	975.023177000882
"1733"	28479.7111434798	190.424511159969
"17336"	23607.4483100505	173.37224904421
"17338"	6063788.71821015	2778.60677083752
"17344"	13857.2017215872	132.82897730276
"1735"	41196439.7253547	7242.43993144715
"17352"	19649.3744075045	158.171933429865
"17354"	2519733.19154384	1791.15156858803
"17357"	354734.973726334	672.058476956401
"17359"	538935.997510491	828.368652298992
"17366"	79852.3030025378	318.859075331102
"17377"	677349.571245437	928.670156578264
"17381"	11862.6458135631	122.898290285161
"17383"	512688.823053351	807.945346948205
"17385"	7921.66980897068	100.429991840665
"17387"	36316.1842111748	215.033025025354
"17391"	176700.778078014	474.323115855003
"17396"	226764.520905692	537.331885672208
"17400"	680044.917909322	930.516029780426
"17402"	585624.208583595	863.50443005399
"17404"	41643.0417445822	230.264125543384
"17406"	40932.8312946188	228.292136269039
"1754"	84267.987670592	327.556612293895
"1755"	3312182.74732168	2053.58273592264
"1766"	7069.29383423763	94.8730966244057
"17672"	575101.992174812	855.711749769128
"1768"	446666.611848083	754.131018801011
"17711"	10962.7894853013	118.145068002403
"17713"	108925.139342828	372.408102526082
"1776"	1742934.56684611	1489.68896565502
"1778"	204851.344565148	510.710125895811
"17832"	893527.869224218	1066.61849666093
"1786"	672737.326983095	925.50298105101
"1793"	697926.792699921	942.670669850145
"1794"	9255.97087446348	108.559053709416
"17947"	20021.9996273976	159.664653853867
"17995"	100987.458170341	358.582243376281
"18051"	100987.458170341	358.582243376281
"1806"	384893.406684463	700.043931406088
"1807"	64935.1190379475	287.537756479388
"18100"	417771286.064223	23063.4542528181
"18106"	38810.771705575	222.295769859048
"18110"	245604.530915278	559.20783357126
"18123"	347570761.47103	21036.6546318237
"18127"	54034.4094570057	262.295152256139
"18159"	12720.6271914967	127.265099591549
"1817"	80344.2490872732	319.839764772875
"1820"	81078.4212948049	321.297762546276
"1824"	20160419.8925558	5066.46265610114
"1829"	32723.5905584574	204.119988106874
"1831"	38619.0425374722	221.746008168172
"1840"	113141.089622717	379.546715757189
"1841"	25919.9782371706	181.665465320849
"1859"	300235.275870198	618.281025070644
"1862"	251529.894524813	565.913251649099
"1888"	53609.7750928424	261.262484165954
"1890"	1259977.26046873	1266.59104429799
"1904"	118710.805917897	388.776661442076
"1906"	53342.5918891453	260.610624134798
"19323"	9336.65165464022	109.031161151778
"19358"	2520.39107828714	56.6485797621872
"1959"	1021498.3273524	1140.4438018885
"1966"	629758.057413191	895.451205992863
"1970"	47504.7270227577	245.936774410059
"19814"	894007.858314166	1066.90494352102
"19817"	48612169.2806703	7867.33349258243
"19820"	48240.2627073882	247.833432223055
"19834"	3709342.91122983	2173.21928934033
"19842"	103906.87252554	363.728386394674
"19846"	117287.327903029	386.4386936921
"1987"	184006.269691686	484.028985754632
"19901"	590527.464657214	867.11182684459
"19906"	20954.097501086	163.338867274813
"19909"	7971.05792832725	100.742573759662
"19931"	67307.9864715282	292.744239998072
"19933"	49438.941363	250.893633225745
"19937"	15061.2189457179	138.47938313555
"19967"	138466.016890021	419.881421720872
"19993"	43867.273913597	236.333552138754
"19995"	54094.0271083478	262.439811096419
"19997"	195482.329755455	498.894610656002
"20"	43966.0933077878	236.599595576559
"2000024"	353977424.153875	21229.6503592547
"200003"	23968.836999089	174.694221737731
"200004"	808533452.575828	32085.1486682047
"200005"	808533452.575828	32085.1486682047
"200006"	115357.368668497	383.246087475558
"200008"	1518340.07121555	1390.39944657197
"200009"	452836461.182779	24011.8572725194
"20001"	248501.689369004	562.496380288895
"200011"	476337598.041893	24627.0555785928
"200015"	57455.1346684076	270.470237748816
"200016"	125056615.684517	12618.5192641718
"200017"	3623305.11612754	2147.86763011477
"200019"	10565.5724962089	115.984933137625
"200022"	273789048.882935	18670.8072657071
"200023"	57540.657964975	270.671463496037
"200037"	379390.844633487	695.0218890782
"200039"	73565.8707861311	306.050609912445
"200042"	41760.3819406463	230.588312128076
"200045"	3623305.11612754	2147.86763011477
"200050"	273789048.882935	18670.8072657071
"200069"	666834696.998068	29138.2962099611
"200070"	41760.3819406463	230.588312128076
"200075"	122440.137583195	394.836200257446
"200080"	416977.787886333	728.63750165159
"200082"	16729.0275429757	145.945398737611
"200084"	152742.897522762	440.996935707507
"200090"	492221.22322859	791.653665546086
"200096"	23437376.8202647	5462.72779776004
