Event	Data_Source	Site_ID	Dataset_ID	Site_Name	Site_Name_Clean	Longitude	Latitude	Continent	Age_Source	minAgeBP	maxAgeBP	medianAgeBP	meanAgeBP	Depth	Sample_ID	Acacia	Acanthaceae	Acmena	Acronychia	Aegiceras	Agastachys	Agathis	Aglaia	Aidia	Aizoaceae	Albizia	Alectryon	Aleurites	Allocasuarina	Allophylus	Alnus	Alphitonia	Altingia	Amaranthaceae	Amoora	Anacardiaceae	Angophora	Annonaceae	Anodopetalum	Anopterus	Antidesma	Antirhea	Aphananthe	Apiaceae	Apocynaceae	Apodytes	Araceae	Araliaceae	Araucaria	Araucariaceae	Archidendron	Archontophoenix	Ardisia	Arecaceae	Arenga	Argophyllum	Argyrodendron	Aristotelia	Artemisia	Arytera	Ascarina	Asparagaceae	Asphodelaceae	Asteliaceae	Asteraceae	Astrotricha	Atalaya	Atherosperma	Athrotaxis	Austrobuxus	Avicennia	Baccaurea	Baeckea	Balanops	Balsaminaceae	Banksia	Barringtonia	Bataceae	Bauhinia	Bedfordia	Begoniaceae	Beilschmiedia	Beyeria	Bignoniaceae	Bischofia	Bobea	Bombax	Boraginaceae	Bossiaea	Brachychiton	Brassicaceae	Breynia	Bridelia	Bruguiera	Buchanania	Buddleja	Bursaria	Cactaceae	Callitris	Calocedrus	Calophyllum	Calytrix	Campanulaceae	Camptostemon	Cannabaceae	Canthium	Capparaceae	Capparis	Caprifoliaceae	Carallia	Cardwellia	Carpodetus	Caryophyllaceae	Cassia	Castanopsis	Casuarina	Casuarinaceae	Ceiba	Celastraceae	Celtis	Cenarrhenes	Centrolepidaceae	Cerberiopsis	Charpentiera	Cheirodendron	Chionanthus	Choretrum	Choriceras	Claoxylon	Cleidion	Clerodendrum	Cocos	Codia	Codonocarpus	Colubrina	Combretaceae	Commelinaceae	Commersonia	Connaraceae	Convolvulaceae	Cordyline	Coriariaceae	Corymbia	Corynocarpus	Crassulaceae	Cryptandra	Cucurbitaceae	Cunoniaceae	Cupaniopsis	Cupressaceae	Cyclophyllum	Cynometra	Cyperaceae	Dacrycarpus	Dacrydium	Daphnandra	Daphniphyllum	Darlingia	Decaspermum	Didymotheca	Dillenia	Dilleniaceae	Dioscoreaceae	Diospyros	Discaria	Distylium	Dodonaea	Doryphora	Dracophyllum	Drimys	Drypetes	Dysoxylum	Ebenaceae	Ehretia	Elaeagnus	Elaeocarpaceae	Elaeocarpus	Elaeodendron	Elattostachys	Emmenosperma	Endospermum	Engelhardia	Epacridaceae	Eremophila	Ericales	Eriostemon	Erythrina	Escalloniaceae	Eucalyptus	Eucryphia	Eugenia	Euodia	Euphorbiaceae	Excoecaria	Exocarpos	Fabaceae	Fagraea	Ficus	Flindersia	Frankeniaceae	Fuchsia	Ganophyllum	Garcinia	Gardenia	Geniostoma	Gentianaceae	Geraniaceae	Gesneriaceae	Glochidion	Goodeniaceae	Grevillea	Griselinia	Guettarda	Guioa	Gunneraceae	Gymnostoma	Gyrostemon	Gyrostemonaceae	Hakea	Halfordia	Halocarpus	Hamamelidaceae	Helicia	Helicteres	Heliotropium	Heritiera	Hernandiaceae	Hibbertia	Hodgkinsonia	Hoheria	Homalanthus	Homalium	Hydrangeaceae	Hypericaceae	Hypoxidaceae	Hypserpa	Ilex	Indeterminable	Indigofera	Iridaceae	Irvingbaileya	Ixerba	Ixora	Juglandaceae	Juglans	Juncaceae	Kleinhovia	Knightia	Kunzea	Lagarostrobos	Lagerstroemia	Lambertia	Lamiaceae	Lasiopetalum	Lauraceae	Laurelia	Lepidothamnus	Leptecophylla	Leptospermum	Leucopogon	Libocedrus	Liliaceae	Liliales	Linderniaceae	Litsea	Loganiaceae	Lomatia	Lonchocarpus	Longetia	Lophomyrtus	Loranthaceae	Lumnitzera	Lythraceae	Macaranga	Maesa	Mallotus	Malpighiaceae	Malvaceae	Manoao	Melaleuca	Melastomataceae	Melia	Meliaceae	Melicope	Melicytus	Meliosma	Melochia	Menispermaceae	Meryta	Metrosideros	Metroxylon	Mida	Mimusops	Monimiaceae	Montiaceae	Moraceae	Morinda	Musgravea	Myoporaceae	Myoporum	Myrica	Myristica	Myrsinaceae	Myrsine	Myrtaceae	Nauclea	Neonauclea	Neopanax	Nestegis	Nitrariaceae	Notelaea	Nothocestrum	Nothofagus	Nyctaginaceae	Octomeles	Olea	Oleaceae	Onagraceae	Opiliaceae	Oraniopsis	Orchidaceae	Orobanchaceae	Oxalidaceae	Palaquium	Pandanaceae	Pandanus	Papuacedrus	Parinari	Passiflora	Pemphis	Pennantia	Persoonia	Petalostigma	Pherosphaera	Phrymaceae	Phyllanthaceae	Phyllocladus	Phytolaccaceae	Picea	Picrodendraceae	Pinaceae	Pinus	Piper	Piperaceae	Pipturus	Pisonia	Pittosporaceae	Pittosporum	Planchonia	Plantaginaceae	Pleiogynium	Plerandra	Plumbaginaceae	Poaceae	Podocarpaceae	Podocarpus	Polygalaceae	Polygonaceae	Polyscias	Pomaderris	Pometia	Portulacaceae	Pouteria	Primulaceae	Pritchardia	Prosopis	Proteaceae	Prumnopitys	Prunus	Pseudopanax	Pseudowintera	Psidium	Psychotria	Psydrax	Pygeum	Quercus	Quintinia	Randia	Ranunculaceae	Rapanea	Restionaceae	Rhamnaceae	Rhizophora	Rhopalostylis	Rhus	Ripogonaceae	Rosaceae	Rosales	Rubiaceae	Rumex	Rutaceae	Sabiaceae	Salicaceae	Salix	Santalaceae	Sapindaceae	Sapindus	Sapotaceae	Saurauia	Schefflera	Scrophulariaceae	Senna	Sloanea	Solanaceae	Sonneratia	Sophora	Soulamea	Sphenostemon	Stenocarpus	Sterculia	Streblus	Stylidiaceae	Symplocos	Synoum	Syzygium	Terminalia	Tetracarpaeaceae	Thalictrum	Thespesia	Thymelaeaceae	Timonius	Toona	Trema	Tsuga	Ulmaceae	Ulmus	Urticaceae	Vavaea	Verbenaceae	Violaceae	Vitaceae	Vitex	Weinmannia	Wikstroemia	Winteraceae	Wrightia	Xanthomyrtus	Xanthostemon	Xeronemataceae	Xylocarpus	Xylosma	Xyridaceae	Zanthoxylum	Zieria	Zygophyllaceae
TAGIMA10	Neotoma	27226	48649	Lake Tagimaucia	Lake Tagimaucia	-179.939	-16.8217	Indopacific	AWI	2296	3612	2892	2906	380	14	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	10	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15	330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	9	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAGIMA10	Neotoma	27226	48649	Lake Tagimaucia	Lake Tagimaucia	-179.939	-16.8217	Indopacific	AWI	2476	3833	3091	3108	400	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	30	485	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	8	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAGIMA10	Neotoma	27226	48649	Lake Tagimaucia	Lake Tagimaucia	-179.939	-16.8217	Indopacific	AWI	2665	4061	3298	3314	420	16	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	1	0	8	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	9	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	18	480	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAGIMA10	Neotoma	27226	48649	Lake Tagimaucia	Lake Tagimaucia	-179.939	-16.8217	Indopacific	AWI	2837	4265	3503	3516	440	17	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4	0	0	0	0	0	5	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	240	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAGIMA10	Neotoma	27226	48649	Lake Tagimaucia	Lake Tagimaucia	-179.939	-16.8217	Indopacific	AWI	3028	4466	3710	3723	460	18	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	5	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	215	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	12	0	1	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	2	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAGIMA10	Neotoma	27226	48649	Lake Tagimaucia	Lake Tagimaucia	-179.939	-16.8217	Indopacific	AWI	3233	4672	3918	3930	480	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	2	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11	164	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAGIMA10	Neotoma	27226	48649	Lake Tagimaucia	Lake Tagimaucia	-179.939	-16.8217	Indopacific	AWI	3433	4859	4127	4134	500	20	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	12	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	83	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	3	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAGIMA10	Neotoma	27226	48649	Lake Tagimaucia	Lake Tagimaucia	-179.939	-16.8217	Indopacific	AWI	3657	5076	4332	4340	520	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	164	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	3	0	0	0	0	0	0	0	4	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAGIMA10	Neotoma	27226	48649	Lake Tagimaucia	Lake Tagimaucia	-179.939	-16.8217	Indopacific	AWI	3839	5270	4545	4544	540	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	12	0	0	1	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	19	0	0	0	0	8	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	7	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	5	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	15	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	3	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAGIMA10	Neotoma	27226	48649	Lake Tagimaucia	Lake Tagimaucia	-179.939	-16.8217	Indopacific	AWI	4042	5460	4750	4747	560	23	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	7	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	13	98	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	2	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAGIMA10	Neotoma	27226	48649	Lake Tagimaucia	Lake Tagimaucia	-179.939	-16.8217	Indopacific	AWI	4273	5659	4958	4954	580	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	32	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	16	105	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	5	0	2	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
