Project	Event	Data_Source	Site_Name	Site_Name_Clean	Site_ID	Dataset_ID	Latitude	Longitude	Elevation	Continent	Basin_Type	Basin_Source	Basin_Comment	Basin_Area	Data_Type	Number_Pollen_Samples	AgeModel_Source	Number_Datings
LegacyPollen_1.0	CROWSNES	Neotoma	Crowsnest Lake	Crowsnest Lake	513	527	68.33	-146.46	881	Western North America	Lake	GIS	l, LW, L2,	512423.1979	Raw	67	AWI	4
LegacyPollen_1.0	CS-4	Neotoma	Voros-mocsar	Voros-mocsar	516	530	46.47722	19.19083	91	Europe	Peat	FIXED_100	NA	NA	Raw	4	AWI	5
LegacyPollen_1.0	CTAR	Neotoma	Starniki	Starniki	517	531	50.26667	26.01667	198	Europe	Peat	FIXED_100	NA	NA	Raw	30	AWI	10
LegacyPollen_1.0	CUB2	Neotoma	Cub Lake	Cub Lake	518	532	44.72	-84.95	360	Eastern North America	Lake	GIS	l, GE, L2, modified LW shape	236265.0393	Raw	61	AWI	5
LegacyPollen_1.0	CUBID	Neotoma	Cub Lake	Cub Lake	520	534	44.125	-111.183	1840	Western North America	Lake	Google Earth	2 lakes in 0.5 km radius averaged	19098.99766	Raw	26	AWI	2
LegacyPollen_1.0	CUEVAHAI	Neotoma	Cueva Haichol	Cueva Haichol	521	535	-38.5833	-70.6667	1050	South America	Valley	NA	NA	NA	Raw	9	AWI	2
LegacyPollen_1.0	CUEVAMIL	Neotoma	Cueva Milodon	Cueva Milodon	522	536	-51.5833	-72.6333	50	South America	Cave	NA	NA	NA	Raw	9	AWI	9
LegacyPollen_1.0	CUMBREUN	Neotoma	Cumbre Unduavi	Cumbre Unduavi	523	537	-16.35	-68.0417	4620	South America	Peat	FIXED_100	NA	NA	Raw	38	AWI	5
LegacyPollen_1.0	CUMMINSA	Neotoma	Cummins Pond	Cummins Pond	524	538	48.4075	-89.3467	229	Eastern North America	Lake	GIS	l, GE, L2,	11271.56312	Raw	38	AWI	6
LegacyPollen_1.0	CUPOLA	Neotoma	Cupola Pond	Cupola Pond	525	539	36.79913	-91.09	243	Eastern North America	Lake	Google Earth	Chenhzi: publication. Lake shapes: ? check in gis. It is definitely a lake.	335.7015643	Raw	52	AWI	8
LegacyPollen_1.0	CURUCAA	Neotoma	Lagoa da Curuça	Lagoa da Curuca	526	540	-0.76553	-47.8559	35	South America	Lake	Google Earth	NA	312071.5625	Raw	18	AWI	3
LegacyPollen_1.0	CYGNET	Neotoma	Cygnet Lake Fen	Cygnet Lake Fen	528	543	44.65	-110.6	2530	Western North America	Peat	FIXED_100	NA	NA	Raw	32	AWI	8
LegacyPollen_1.0	DASPATAS	Neotoma	Lagoa das Patas	Lagoa das Patas	532	547	0.266667	-66.6833	300	South America	Lake	NA	can't find a basin	NA	Raw	49	AWI	12
LegacyPollen_1.0	DAU	Neotoma	Daumont	Daumont	533	549	54.88333	-69.4	607	Eastern North America	Lake	GIS	Chenhzi: publication. Lake shapes: l check in gis. It is definitely a lake.	40840.72	Raw	24	AWI	5
LegacyPollen_1.0	DAVIS_neotoma	Neotoma	Davis Lake	Davis Lake	534	550	46.59167	-122.25	282	Western North America	Lake	NA	can't find a basin	NA	Raw	75	AWI	17
LegacyPollen_1.0	DEAD5826	Neotoma	Toadlena Lake [Dead Man Lake]	Toadlena Lake [Dead Man Lake]	655	671	36.2372	-108.953	2759	Western North America	Lake	GIS	l, GE, L2,	160624.482	Raw	66	AWI	3
LegacyPollen_1.0	DECOY	Neotoma	Decoy Lake	Decoy Lake	656	672	43.24126	-80.3674	260	Eastern North America	Lake	Google Earth	NA	4271.763581	Raw	95	AWI	5
LegacyPollen_1.0	DEER	Neotoma	Deer Lake Bog	Deer Lake Bog	657	673	44.03333	-71.8333	1325	Eastern North America	Peat	FIXED_100	NA	NA	Raw	32	AWI	6
LegacyPollen_1.0	DEL1	Neotoma	Delorme 1	Delorme 1	658	675	54.41	-69.92	513	Eastern North America	Lake	GIS	l, LW, L2,	108438.9799	Raw	20	AWI	4
LegacyPollen_1.0	DEL2	Neotoma	Delorme 2	Delorme 2	659	677	54.42361	-69.9297	538	Eastern North America	Lake	NA	island with a lake next to coordinates which are in a huge lake. Dont know which one.	NA	Raw	52	AWI	5
LegacyPollen_1.0	DEMAIN	Neotoma	Lac Demain	Lac Demain	660	678	62.05	-118.7	745	Western North America	Lake	GIS	l, LW, L2,	129019.5789	Raw	23	AWI	5
LegacyPollen_1.0	DEMONTLK	Neotoma	Demont Lake	Demont Lake	661	679	43.48	-85	248	Eastern North America	Lake	GIS	Chenhzi: publication unavailable, no site description, estimated from the site name. Lake shapes: l check in gis. It is definitely a lake.	12533.57	Raw	74	AWI	5
LegacyPollen_1.0	DENTONC1	Neotoma	Denton Lake	Denton Lake	663	681	45.85397	-89.313	500	Eastern North America	Lake	GIS	l, GE, L2, modified LW shape	199804.3761	Raw	17	Neotoma_Wang et al.	13
LegacyPollen_1.0	DERPUT	Neotoma	Derput	Derput	664	682	57.03333	124.1167	700	Asia	Peat	FIXED_100	NA	NA	Raw	52	AWI	5
LegacyPollen_1.0	DEVILSWI	Neotoma	Devils Lake	Devils Lake	666	684	43.4178	-89.7321	294	Eastern North America	Lake	GIS	l, LW, L2,	1420290.552	Raw	122	AWI	17
LegacyPollen_1.0	DIA375	Neotoma	Diana 375	Diana 375	669	688	60.99	-69.95	114	Eastern North America	Lake	GIS	l, GE, L2,	23589.54424	Raw	23	AWI	3
LegacyPollen_1.0	DIAB	Neotoma	Lac du Diable	Lac du Diable	671	691	48.91083	-66.125	494	Eastern North America	Lake	GIS	l, LW, L2,	163056.176	Raw	35	AWI	6
LegacyPollen_1.0	DINKEY	Neotoma	Dinkey Meadow	Dinkey Meadow	673	693	37	-119.083	1683	Western North America	Meadow	NA	Chenhzi: publication. Lake shapes: ? special type: meadow?	NA	Raw	15	AWI	3
LegacyPollen_1.0	DISMAL	Neotoma	Dismal Swamp (91)	Dismal Swamp (91)	679	699	36.58333	-76.45	6	Eastern North America	Peat	FIXED_100	NA	NA	Raw	26	AWI	2
LegacyPollen_1.0	DIVIDE	Neotoma	Divide Lake	Divide Lake	681	701	43.95	-110.23	2628	Western North America	Lake	GIS	l, GE, L2,	21019.20607	Raw	23	AWI	4
LegacyPollen_1.0	Dlinnoye_Lake	Neotoma	Dlinnoye Lake	Dlinnoye Lake	695	715	67.75673	-178.842	280	Asia	Lake	GIS	Chenhzi: site description. Lake shapes: ? check in gis. It is definitely a lake.	64587.43783	Raw	11	AWI	2
LegacyPollen_1.0	DOME	Neotoma	Dome Creek Meadow	Dome Creek Meadow	699	719	40.02417	-107.051	3165	Western North America	Peat	FIXED_100	NA	NA	Raw	29	AWI	4
LegacyPollen_1.0	DOMSV_neotoma	Neotoma	Domsvatnet	Domsvatnet	700	720	70.32584	31.02587	120	Europe	Lake	GIS	l, GE, L1,	107546.0008	Raw	37	AWI	5
LegacyPollen_1.0	DOVJOK	Neotoma	Dovjok Swamp	Dovjok Swamp	703	723	48.75	28.25	274	Europe	Peat	FIXED_100	NA	NA	Raw	48	AWI	9
LegacyPollen_1.0	DUCKPOND	Neotoma	Duck Pond	Duck Pond	753	772	41.9327	-70.0005	2	Eastern North America	Lake	GIS	l, GE, L2,	49076.3667	Raw	44	AWI	8
LegacyPollen_1.0	DUFRESNE	Neotoma	Lac Dufresne	Lac Dufresne	754	773	45.85	-70.35	650	Eastern North America	Lake	NA	Lac-Dufresne is some 300 km away	NA	Raw	27	AWI	6
LegacyPollen_1.0	DUNNIC1	Neotoma	Dunnigan Lake	Dunnigan Lake	755	774	47.70721	-91.6312	506	Eastern North America	Lake	GIS	l, GE, L2, modified LW shape	321607.4898	Raw	16	AWI	15
LegacyPollen_1.0	EAGLE	Neotoma	Eagle Lake Bog	Eagle Lake Bog	757	776	44.16667	-71.6667	1275	Eastern North America	Peat	FIXED_100	NA	NA	Raw	25	AWI	3
LegacyPollen_1.0	EAGLELK	Neotoma	Eagle Lake	Eagle Lake	758	777	53.23333	-58.55	400	Eastern North America	Lake	NA	Don't know which one is eagle lake	NA	Raw	47	AWI	5
LegacyPollen_1.0	EAGLENES	Neotoma	Eaglenest Lake	Eaglenest Lake	759	778	57.75	-112.09	725	Western North America	Lake	GIS	l, LW, L2,	462773.6529	Raw	52	AWI	7
LegacyPollen_1.0	EBALTIC	Neotoma	East Baltic Bog	East Baltic Bog	763	782	46.40833	-62.15	45	Eastern North America	Peat	FIXED_100	NA	NA	Raw	38	AWI	3
LegacyPollen_1.0	EDESSA	Neotoma	Edessa	Edessa	765	784	40.81806	21.9525	350	Europe	Peat	FIXED_100	NA	NA	Raw	38	AWI	7
LegacyPollen_1.0	EDWARD	Neotoma	Edward Lake	Edward Lake	766	785	44.36	-80.25	518	Eastern North America	Lake	GIS	l, LW, L2,	245442.6127	Raw	81	AWI	4
LegacyPollen_1.0	EK4	Neotoma	Elikchan 4 Lake	Elikchan 4 Lake	769	788	51.79	60.73	810	Asia	Lake	GIS	l, GE, L2, modified LW shape	3052590.978	Raw	126	AWI	9
LegacyPollen_1.0	ELDORA	Neotoma	Eldora Fen	Eldora Fen	771	790	39.93667	-105.58	2848	Western North America	Peat	FIXED_100	NA	NA	Raw	44	AWI	6
LegacyPollen_1.0	ICDP5011-1	Neotoma	Elgygytgyn Stream Section	Elgygytgyn Stream Section	772	791	67.41667	172.0833	490	Asia	Stream	NA	r, ---, ---,	NA	Raw	4	AWI	2
LegacyPollen_1.0	ELGENNYA	Neotoma	Elgennya Lake	Elgennya Lake	773	792	62.08333	149	1040	Asia	Lake	GIS	Chenhzi: publication. Lake shapes: l check in gis. It is definitely a lake.	5.98E+09	Raw	52	AWI	7
LegacyPollen_1.0	EMERALD_neotoma	Neotoma	Emerald Lake	Emerald Lake	776	796	44.07	-110.31	2634	Western North America	Lake	GIS	l, GE, L2,	48746.16936	Raw	32	AWI	5
LegacyPollen_1.0	ENM109	Neotoma	Enmyvaam River, 2.5-3 m terrace	Enmyvaam River, 2.5-3 m terrace	779	799	67.43333	172.1667	491	Asia	Alluvial/Fluvial	NA	NA	NA	Raw	10	AWI	6
LegacyPollen_1.0	ENMYN	Neotoma	Enmynveem River	Enmynveem River	781	801	68.25	166	500	Asia	Alluvial/Fluvial	NA	NA	NA	Raw	16	AWI	5
LegacyPollen_1.0	ENNADA72	Neotoma	Ennadai Lake, 1972 Site	Ennadai Lake, 1972 Site	782	802	61.24444	-100.951	325	Eastern North America	Lake	GIS	Chenhzi: publication unavailable, no site description, estimated from the site name and Neotoma map. Lake shapes: ?, LW, L2, check in gis. It is definitely a lake.	645394269.3	Raw	117	AWI	5
LegacyPollen_1.0	ENNADAI	Neotoma	Ennadai Lake	Ennadai Lake	783	803	61.16667	-100.917	168	Eastern North America	Lake	GIS	Chenhzi: publication. Lake shapes: ?, LW, L2, check in gis. It is definitely a lake.	714004365.4	Raw	31	AWI	12
LegacyPollen_1.0	ENTARNOY	Neotoma	Entarnoye Peat Exposure	Entarnoye Peat Exposure	784	804	59	78.33333	65	Asia	Peat	FIXED_100	NA	NA	Raw	30	AWI	5
LegacyPollen_1.0	ERIE	Neotoma	Lake Erie	Lake Erie	785	805	41.92	-82.76	168	Eastern North America	Lake	GIS	l, LW, L2,	25808042343	Raw	38	AWI	3
LegacyPollen_1.0	ESOOKE	Neotoma	East Sooke Fen	East Sooke Fen	788	808	48.35194	-123.682	155	Western North America	Peat	FIXED_100	NA	NA	Raw	93	AWI	5
LegacyPollen_1.0	ETIVLIK	Neotoma	Etivlik Lake	Etivlik Lake	790	811	68.12	-156.07	631	Western North America	Lake	GIS	l, LW, L2,	3419327.458	Raw	23	AWI	3
LegacyPollen_1.0	ETWINOH	Neotoma	East Twin Lake	East Twin Lake	9980	813	41.19616	-81.3348	321	Eastern North America	Lake	GIS	l, LW, L2,	236411.3403	Raw	48	AWI	5
LegacyPollen_1.0	EXCHEQUE	Neotoma	Exchequer Meadow	Exchequer Meadow	794	816	37	-119.833	2219	Western North America	Peat	FIXED_100	NA	NA	Raw	24	AWI	7
LegacyPollen_1.0	FALLBACK	Neotoma	Fallback Lake	Fallback Lake	796	818	43.96667	-110.433	2597	Western North America	Lake	NA	can't find a basin	NA	Raw	31	AWI	5
LegacyPollen_1.0	FAR	Neotoma	Lac Faribault	Lac Faribault	797	820	58.86694	-71.7169	250	Eastern North America	Lake	GIS	Chenhzi: site description. Lake shapes: ? check in gis. It is definitely a lake.	2.43E+08	Raw	37	AWI	3
LegacyPollen_1.0	FARN1	Neotoma	Tourbière de Farnham	Tourbiere de Farnham	798	821	45.28278	-72.9828	53	Eastern North America	Peat	FIXED_100	NA	NA	Raw	24	AWI	4
LegacyPollen_1.0	FAWN	Neotoma	Fawn Lake (CA:Ontario)	Fawn Lake (CA:Ontario)	800	823	45.41	-79.39	333	Eastern North America	Lake	GIS	l, LW, L2,	2774143.812	Raw	30	AWI	3
LegacyPollen_1.0	FERNDAL1	Neotoma	Ferndale Bog	Ferndale Bog	804	828	34.40556	-95.8083	263	Eastern North America	Peat	FIXED_100	NA	NA	Raw	28	AWI	4
LegacyPollen_1.0	FIDDLERS	Neotoma	Fiddler's Pond	Fiddler's Pond	805	829	56.25	-121.42	630	Western North America	Lake	GIS	l, GE, L2,	15894.33506	Raw	45	AWI	3
LegacyPollen_1.0	FLINFLON	Neotoma	Beaverhouse Lake	Beaverhouse Lake	810	834	54.74222	-101.682	305	Eastern North America	Lake	GIS	l, GE, L2,	67040.3946	Raw	53	AWI	4
LegacyPollen_1.0	FLOATIL1	Neotoma	Floating Island Lake	Floating Island Lake	811	835	44.55	-107.467	2609	Western North America	Lake	GIS	l, GE, L1, shape not very clear, because dried out lake.	14714.60742	Raw	75	AWI	4
LegacyPollen_1.0	FOREST1	Neotoma	Forest Pond 1	Forest Pond 1	816	841	43.47121	-109.939	2797	Western North America	Lake	Google Earth	Chenhzi: publication. Lake shapes: ? check in gis. It is definitely a lake.	202.6060906	Raw	27	AWI	5
LegacyPollen_1.0	FOREST2	Neotoma	Forest Pond 2	Forest Pond 2	817	843	43.43889	-109.95	2766	Western North America	Lake	GIS	l, GE, L2,	7876.411615	Raw	27	AWI	4
LegacyPollen_1.0	FRAINSLK	Neotoma	Frains Lake	Frains Lake	821	847	42.33	-83.61	271	Eastern North America	Lake	GIS	l, GE, L2,	73362.72508	Raw	34	AWI	10
LegacyPollen_1.0	FRBLAKE	Neotoma	Hayes Lake	Hayes Lake	823	849	49.58596	-93.7445	391	Eastern North America	Lake	Google Earth	Chenhzi: publication. Lake shapes: ? check in gis. It is definitely a lake.	55634.78711	Raw	56	AWI	3
LegacyPollen_1.0	FRENCH	Neotoma	French Lake	French Lake	824	850	44.94577	-94.4207	327	Eastern North America	Lake	GIS	l, GE, L2,	174696.5273	Raw	36	AWI	4
LegacyPollen_1.0	FRESHPND	Neotoma	Fresh Pond	Fresh Pond	826	852	41.16	-71.58	28	Eastern North America	Lake	GIS	l, GE, L2,	106488.7265	Raw	43	AWI	5
LegacyPollen_1.0	FRYINGPN	Neotoma	Frying Pan Lake	Frying Pan Lake	827	853	38.61	-111.67	2720	Western North America	Lake	GIS	l, GE, L2,	15317.12441	Raw	25	AWI	5
LegacyPollen_1.0	FURNIVAL	Neotoma	Furnival Lake	Furnival Lake	829	856	48.22	-84.93	440	Eastern North America	Lake	Google Earth	l, LW, L2,	628272.2403	Raw	38	AWI	2
LegacyPollen_1.0	GABRIEL	Neotoma	Saint-Gabriel	Saint-Gabriel	830	857	46.27583	-73.4758	250	Eastern North America	Lake	GIS	l, GE, L2,	24460.1512	Raw	58	AWI	6
LegacyPollen_1.0	GAGRA	Neotoma	Gagra	Gagra	831	858	43.28333	40.26667	4	Europe	Peat	FIXED_100	NA	NA	Raw	61	Neotoma_Giesecke et al. 2014 (MADCAP)	4
LegacyPollen_1.0	GASS	Neotoma	Gass Lake	Gass Lake	833	860	44.05	-87.73	211	Eastern North America	Lake	GIS	l, GE, L2,	19737.34959	Raw	54	AWI	6
LegacyPollen_1.0	GEK	Neotoma	Gek Lake	Gek Lake	838	866	63.38333	147.65	969	Asia	Lake	GIS	l, GE, L2, modified LW shape	23951173.45	Raw	22	AWI	5
LegacyPollen_1.0	GELMT	Neotoma	Gel'myazevskoye	Gel'myazevskoye	839	867	49.66667	31.83333	120	Europe	Peat	FIXED_100	NA	NA	Raw	21	AWI	7
LegacyPollen_1.0	GER	Neotoma	Lac à St-Germain	Lac a St-Germain	842	871	45.94583	-74.3708	473	Eastern North America	Lake	GIS	l, GE, L2, Nadine identified this lake as Lac à St-Germain	39661.9578	Raw	62	AWI	4
LegacyPollen_1.0	GERAIS	Neotoma	Serra Campos Gerais	Serra Campos Gerais	843	872	-24.6667	-50.2167	1200	South America	Peat	FIXED_100	NA	NA	Raw	37	AWI	4
LegacyPollen_1.0	GILES	Neotoma	Giles	Giles	844	873	41.37709	-75.0932	732	Eastern North America	Lake	GIS	l, GE, L2, modified LW shape	472585.3883	Raw	20	AWI	13
LegacyPollen_1.0	GLADKOYE	Neotoma	Gladkoye Bog	Gladkoye Bog	847	876	55	83.33333	80	Asia	Peat	FIXED_100	NA	NA	Raw	57	AWI	12
LegacyPollen_1.0	GLENBORO	Neotoma	Jones Lake [Glenboro site]	Jones Lake [Glenboro site]	849	878	49.448	-99.2897	409	Eastern North America	Lake	GIS	l, GE, L2, modified LW shape	784099.2758	Raw	83	AWI	5
LegacyPollen_1.0	GLUPEAT	Neotoma	Peat Exposure, Glukhoye Lake	Peat Exposure, Glukhoye Lake	851	880	59.75	149.9167	10	Asia	Peat	FIXED_100	NA	NA	Raw	6	AWI	6
LegacyPollen_1.0	GOLDLKBG	Neotoma	Gold Lake Bog	Gold Lake Bog	937	966	43.65	-122.042	1465	Western North America	Peat	FIXED_100	NA	NA	Raw	24	AWI	6
LegacyPollen_1.0	GOLUBOY	Neotoma	Goluboye Lake	Goluboye Lake	939	968	61.11	152.26	810	Asia	Lake	GIS	l, GE, L2, Used only lake closeby in 500m distance	156356.8859	Raw	41	AWI	10
LegacyPollen_1.0	GOSHEN	Neotoma	Goshen Springs	Goshen Springs	940	969	31.72111	-86.1342	105	Eastern North America	Peat	FIXED_100	NA	NA	Raw	46	AWI	6
LegacyPollen_1.0	GOULD	Neotoma	Gould Pond	Gould Pond	941	971	44.99	-69.32	89	Eastern North America	Lake	GIS	l, GE, L2,	39460.89842	Raw	75	AWI	10
LegacyPollen_1.0	GRAHAM	Neotoma	Graham Lake	Graham Lake	943	973	45.19	-77.36	381	Eastern North America	Lake	GIS	l, GE, L2,	26969.1533	Raw	215	AWI	6
LegacyPollen_1.0	GRANDRAP	Neotoma	Grand Rapids	Grand Rapids	944	974	53	-98.25	350	Eastern North America	Lake	GIS	l, LW, L2,	24018226128	Raw	25	AWI	3
LegacyPollen_1.0	GRAS_neotoma	Neotoma	Lac Gras	Lac Gras	946	976	52.25	-67.0667	530	Eastern North America	Lake	GIS	Chenhzi: site description and Neotoma map. Lake shapes: ? Nadine attributed Lac à la Plaine here. Is the same? LW shape available. It is definitely a lake.	2.14E+09	Raw	28	AWI	5
LegacyPollen_1.0	GRASVATN	Neotoma	Grasvatn	Grasvatn	947	977	63.70291	8.689085	46	Europe	Lake	Google Earth	Chenhzi: site description and Neotoma map. Lake shapes: ? check in gis. It is definitely a lake.	16267.23276	Raw	45	AWI	8
LegacyPollen_1.0	GRAVEL	Neotoma	Gravel Ridge	Gravel Ridge	948	978	55.03333	-62.6333	565	Eastern North America	Lake	Google Earth	Chenhzi: publication. Lake shapes: ? check in gis. It is definitely a lake.	8467942.885	Raw	45	AWI	9
LegacyPollen_1.0	GREENLK	Neotoma	Green Lake	Green Lake	952	982	44.88	-85.13	305	Eastern North America	Lake	GIS	l, GE, L2, modified LW shape	174072.8786	Raw	45	AWI	3
LegacyPollen_1.0	GRENADIE	Neotoma	Grenadier Pond	Grenadier Pond	956	986	43.64	-79.47	76	Eastern North America	Lake	GIS	l, GE, L2, modified LW shape	179477.9378	Raw	79	AWI	7
LegacyPollen_1.0	GREYIS	Neotoma	Grey Islands	Grey Islands	957	987	50.76671	-55.5315	104	Eastern North America	Lake	Google Earth	Chenhzi: site description. Lake shapes: ? check in gis for label, otherwise take the average over the 2 closeby lakes	163508.8896	Raw	75	AWI	6
LegacyPollen_1.0	GUMLIMFT	Neotoma	Water Conservation Area 3B, Gumbo Limbo Far Tail	Water Conservation Area 3B, Gumbo Limbo Far Tail	962	993	25.77472	-80.5056	5	Eastern North America	Peat	FIXED_100	NA	NA	Raw	13	AWI	4
LegacyPollen_1.0	GUMLIMM	Neotoma	Water Conservation Area 3B, Gumbo Limbo Marsh	Water Conservation Area 3B, Gumbo Limbo Marsh	963	994	25.77889	-80.5111	5	Eastern North America	Peat	FIXED_100	NA	NA	Raw	21	AWI	5
LegacyPollen_1.0	GUMLIMNT	Neotoma	Water Conservation Area 3B, Gumbo Limbo Near Tail	Water Conservation Area 3B, Gumbo Limbo Near Tail	964	995	25.88694	-80.5614	5	Eastern North America	Peat	FIXED_100	NA	NA	Raw	10	AWI	3
LegacyPollen_1.0	GURSKII	Neotoma	Gurskii Peat [Site 4381]	Gurskii Peat [Site 4381]	966	997	50.06667	137.0833	15	Asia	Peat	FIXED_100	NA	NA	Raw	31	AWI	7
LegacyPollen_1.0	GYTGYKAI	Neotoma	Gytgykai Lake	Gytgykai Lake	967	998	63.16667	175	102	Asia	Lake	NA	can't find a basin	NA	Raw	68	AWI	5
LegacyPollen_1.0	HACK	Neotoma	Hack Pond	Hack Pond	968	999	37.98472	-78.9972	469	Eastern North America	Lake	GIS	l, GE, L2,	27411.93895	Raw	36	AWI	2
LegacyPollen_1.0	HAFICHUK	Neotoma	Hafichuk Site	Hafichuk Site	969	1000	50.32056	-105.884	740	Western North America	Lake	GIS	Chenhzi: publication. Lake shapes: ? check in gis or take average of few lakes closeby. It is definitely a lake.	11087.81	Raw	34	AWI	3
LegacyPollen_1.0	HAIL	Neotoma	Hail Lake	Hail Lake	970	1001	60.03333	-129.017	690	Western North America	Lake	NA	can't find a basin	NA	Raw	84	AWI	8
LegacyPollen_1.0	HAMSLAKE	Neotoma	Hams Lake	Hams Lake	971	1002	43.24	-80.41	301	Eastern North America	Lake	GIS	l, GE, L2,	30326.2097	Raw	85	AWI	10
LegacyPollen_1.0	HANGING	Neotoma	Hanging Lake	Hanging Lake	972	1003	68.38333	-138.383	500	Western North America	Lake	NA	can't find a basin	NA	Raw	133	AWI	22
LegacyPollen_1.0	HARDING	Neotoma	Harding Lake	Harding Lake	975	1006	64.44444	-146.908	213	Western North America	Lake	GIS	Chenhzi: site description. Lake shapes: l check in gis. It is definitely a lake.	9.52E+09	Raw	41	AWI	4
LegacyPollen_1.0	HARRIE	Neotoma	Harrie Lake	Harrie Lake	977	1008	52.93333	-66.95	530	Eastern North America	Lake	GIS	Chenhzi: site description. Lake shapes: l check in gis. It is definitely a lake.	639653.2	Raw	31	AWI	6
LegacyPollen_1.0	HAWKE	Neotoma	Hawke Hills Kettle	Hawke Hills Kettle	979	1010	47.32222	-53.1333	220	Eastern North America	Peat	FIXED_100	NA	NA	Raw	39	AWI	3
LegacyPollen_1.0	HAYLAKE	Neotoma	Hay Lake	Hay Lake	982	1013	34	-109.43	2780	Western North America	Lake	GIS	l, GE, L2,	112086.4466	Raw	46	AWI	7
LegacyPollen_1.0	HEADWATR	Neotoma	Headwaters Lake	Headwaters Lake	992	1024	67.93333	-155.05	820	Western North America	Lake	Google Earth	5 lakes in 1.5 km radius averaged	166318.4891	Raw	30	AWI	3
LegacyPollen_1.0	HEBRON_neotoma	Neotoma	Hebron Lake	Hebron Lake	996	1028	58.2	-63.0333	170	Eastern North America	Lake	GIS	Chenhzi: publication. Lake shapes: l check in gis. It is definitely a lake.	9.39E+09	Raw	17	AWI	3
LegacyPollen_1.0	HEDRICK	Neotoma	Hedrick Pond	Hedrick Pond	997	1030	43.75	-110.6	2073	Western North America	Lake	GIS	l, GE, L2, Took shape from 1994 on google Earth satellite images. Lake seems to have shrunk since then.	57312.48969	Raw	75	AWI	5
LegacyPollen_1.0	HEN	Neotoma	Tourbière de Lanoraie HENRI	Tourbiere de Lanoraie HENRI	1000	1033	45.98889	-73.3	18	Eastern North America	Peat	FIXED_100	NA	NA	Raw	26	AWI	6
LegacyPollen_1.0	HIDDEN	Neotoma	Hidden Lake	Hidden Lake	1071	1104	63.94	-144.658	343	Western North America	Lake	NA	coordinates on an island within huge lage.	NA	Raw	33	AWI	5
LegacyPollen_1.0	HIGHLAKE	Neotoma	High Lake	High Lake	1072	1105	44.51667	-76.6	192	Eastern North America	Lake	NA	Don't know which one to choose	NA	Raw	191	AWI	9
LegacyPollen_1.0	HONEYMOO	Neotoma	Honeymoon Pond	Honeymoon Pond	1074	1107	64.63333	-138.4	1160	Western North America	Lake	NA	can't find a basin	NA	Raw	71	AWI	19
LegacyPollen_1.0	HOSTAGE	Neotoma	Hostage Lake	Hostage Lake	1078	1111	46.55	-94.1333	368	Eastern North America	Lake	NA	can't find a basin	NA	Raw	13	AWI	3
LegacyPollen_1.0	HOWES	Neotoma	Howes Prairie Marsh	Howes Prairie Marsh	1081	1114	41.65	-87.0722	185	Eastern North America	Peat	FIXED_100	NA	NA	Raw	20	AWI	4
LegacyPollen_1.0	HUDSONLK	Neotoma	Hudson Lake	Hudson Lake	1100	1133	41.72	-86.55	239	Eastern North America	Lake	GIS	l, GE, L2,	1760851.72	Raw	73	AWI	6
LegacyPollen_1.0	HUMBER3	Neotoma	Humber Pond 3	Humber Pond 3	1102	1135	43.64	-79.48	74	Eastern North America	Lake	GIS	Chenhzi: publication. Lake shapes: ? check in gis. It is definitely a lake.	63334.63	Raw	59	AWI	4
LegacyPollen_1.0	HUMBER5	Neotoma	Humber Pond 5	Humber Pond 5	1103	1136	43.64	-79.49	74	Eastern North America	Lake	GIS	Chenhzi: publication. Lake shapes: ? check in gis. It is definitely a lake.	13134.35	Raw	34	AWI	3
LegacyPollen_1.0	HUMBER7	Neotoma	Humber Pond 7	Humber Pond 7	1104	1137	43.65	-79.5	74	Eastern North America	Lake	GIS	Chenhzi: publication. Lake shapes: ? check in gis. It is definitely a lake.	29619.83	Raw	49	AWI	2
LegacyPollen_1.0	HUSTLER	Neotoma	Hustler Lake	Hustler Lake	1105	1138	48.22982	-92.1601	401	Eastern North America	Lake	GIS	l, LW, L1,	971812.659	Raw	16	Neotoma_PalEON-STEPPS	11
LegacyPollen_1.0	HYNES	Neotoma	Hynes Brook Salt Marsh	Hynes Brook Salt Marsh	1106	1139	48.61861	-58.965	0	Eastern North America	Peat	FIXED_100	NA	NA	Raw	32	AWI	2
LegacyPollen_1.0	IGARKA	Neotoma	Igarka Peat Exposure	Igarka Peat Exposure	1108	1141	67.66667	86	45	Asia	Peat	FIXED_100	NA	NA	Raw	22	AWI	3
LegacyPollen_1.0	IGLUTALK	Neotoma	Iglutalik Lake	Iglutalik Lake	1109	1142	66.135	-66.0833	90	Eastern North America	Lake	GIS	l, LW, L2,	334905.6697	Raw	69	AWI	5
LegacyPollen_1.0	Ilinka_Terrace	Neotoma	Il'inka Terrace	Il'inka Terrace	1111	1144	47.96667	142.1667	3	Asia	Coast	NA	NA	NA	Raw	4	AWI	3
LegacyPollen_1.0	INDIAN	Neotoma	Indian Lake	Indian Lake	1113	1147	50.91667	-90.45	383	Eastern North America	Lake	Google Earth	3 lakes in 2 km radius averaged	256527.2206	Raw	28	AWI	5
LegacyPollen_1.0	INDIANPF	Neotoma	Indian Prairie Fen	Indian Prairie Fen	1114	1148	44.63333	-122.575	988	Western North America	Peat	FIXED_100	NA	NA	Raw	50	AWI	6
