"Dataset_ID"	"Continent"	"Sample_ID"	"Age_BP"	"Distance_weighting"	"Basin_type"	"Basin_Area"	"Basin_Diameter"	"RPP_Set"	"Basin_Source"	"Pollen_Source_Radius"	"Pollen_Source_Area"	"Median_rel_influx_at_PSR"	"Std_rel_influx_at_PSR"	"Abies.mean"	"Acer.mean"	"Alnus.mean"	"Amaranthaceae.mean"	"Apiaceae.mean"	"Artemisia.mean"	"Asteraceae.mean"	"Betula.mean"	"Boraginaceae.mean"	"Brassicaceae.mean"	"Buxus.mean"	"Campanulaceae.mean"	"Caprifoliaceae.mean"	"Caryophyllaceae.mean"	"Castanea.mean"	"Cistaceae.mean"	"Corylus.mean"	"Cupressaceae.mean"	"Cyperaceae.mean"	"Ericales.mean"	"Fabaceae.mean"	"Fagus.mean"	"Frangula.mean"	"Geraniaceae.mean"	"Ilex.mean"	"Juglans.mean"	"Liliaceae.mean"	"Olea.mean"	"Onagraceae.mean"	"Orobanchaceae.mean"	"Ostrya.Carpinus.mean"	"Pinus.mean"	"Pistacia.mean"	"Plantaginaceae.mean"	"Poaceae.mean"	"Polygonaceae.mean"	"Quercus.mean"	"Ranunculaceae.mean"	"Rhamnus.mean"	"Rosaceae.mean"	"Rubiaceae.mean"	"Rumex.mean"	"Salix.mean"	"Tilia.mean"	"Ulmus.mean"	"Urticaceae.mean"	"Abies.median"	"Acer.median"	"Alnus.median"	"Amaranthaceae.median"	"Apiaceae.median"	"Artemisia.median"	"Asteraceae.median"	"Betula.median"	"Boraginaceae.median"	"Brassicaceae.median"	"Buxus.median"	"Campanulaceae.median"	"Caprifoliaceae.median"	"Caryophyllaceae.median"	"Castanea.median"	"Cistaceae.median"	"Corylus.median"	"Cupressaceae.median"	"Cyperaceae.median"	"Ericales.median"	"Fabaceae.median"	"Fagus.median"	"Frangula.median"	"Geraniaceae.median"	"Ilex.median"	"Juglans.median"	"Liliaceae.median"	"Olea.median"	"Onagraceae.median"	"Orobanchaceae.median"	"Ostrya.Carpinus.median"	"Pinus.median"	"Pistacia.median"	"Plantaginaceae.median"	"Poaceae.median"	"Polygonaceae.median"	"Quercus.median"	"Ranunculaceae.median"	"Rhamnus.median"	"Rosaceae.median"	"Rubiaceae.median"	"Rumex.median"	"Salix.median"	"Tilia.median"	"Ulmus.median"	"Urticaceae.median"	"Abies.q90"	"Acer.q90"	"Alnus.q90"	"Amaranthaceae.q90"	"Apiaceae.q90"	"Artemisia.q90"	"Asteraceae.q90"	"Betula.q90"	"Boraginaceae.q90"	"Brassicaceae.q90"	"Buxus.q90"	"Campanulaceae.q90"	"Caprifoliaceae.q90"	"Caryophyllaceae.q90"	"Castanea.q90"	"Cistaceae.q90"	"Corylus.q90"	"Cupressaceae.q90"	"Cyperaceae.q90"	"Ericales.q90"	"Fabaceae.q90"	"Fagus.q90"	"Frangula.q90"	"Geraniaceae.q90"	"Ilex.q90"	"Juglans.q90"	"Liliaceae.q90"	"Olea.q90"	"Onagraceae.q90"	"Orobanchaceae.q90"	"Ostrya.Carpinus.q90"	"Pinus.q90"	"Pistacia.q90"	"Plantaginaceae.q90"	"Poaceae.q90"	"Polygonaceae.q90"	"Quercus.q90"	"Ranunculaceae.q90"	"Rhamnus.q90"	"Rosaceae.q90"	"Rubiaceae.q90"	"Rumex.q90"	"Salix.q90"	"Tilia.q90"	"Ulmus.q90"	"Urticaceae.q90"	"Abies.q10"	"Acer.q10"	"Alnus.q10"	"Amaranthaceae.q10"	"Apiaceae.q10"	"Artemisia.q10"	"Asteraceae.q10"	"Betula.q10"	"Boraginaceae.q10"	"Brassicaceae.q10"	"Buxus.q10"	"Campanulaceae.q10"	"Caprifoliaceae.q10"	"Caryophyllaceae.q10"	"Castanea.q10"	"Cistaceae.q10"	"Corylus.q10"	"Cupressaceae.q10"	"Cyperaceae.q10"	"Ericales.q10"	"Fabaceae.q10"	"Fagus.q10"	"Frangula.q10"	"Geraniaceae.q10"	"Ilex.q10"	"Juglans.q10"	"Liliaceae.q10"	"Olea.q10"	"Onagraceae.q10"	"Orobanchaceae.q10"	"Ostrya.Carpinus.q10"	"Pinus.q10"	"Pistacia.q10"	"Plantaginaceae.q10"	"Poaceae.q10"	"Polygonaceae.q10"	"Quercus.q10"	"Ranunculaceae.q10"	"Rhamnus.q10"	"Rosaceae.q10"	"Rubiaceae.q10"	"Rumex.q10"	"Salix.q10"	"Tilia.q10"	"Ulmus.q10"	"Urticaceae.q10"	"Abies.sd"	"Acer.sd"	"Alnus.sd"	"Amaranthaceae.sd"	"Apiaceae.sd"	"Artemisia.sd"	"Asteraceae.sd"	"Betula.sd"	"Boraginaceae.sd"	"Brassicaceae.sd"	"Buxus.sd"	"Campanulaceae.sd"	"Caprifoliaceae.sd"	"Caryophyllaceae.sd"	"Castanea.sd"	"Cistaceae.sd"	"Corylus.sd"	"Cupressaceae.sd"	"Cyperaceae.sd"	"Ericales.sd"	"Fabaceae.sd"	"Fagus.sd"	"Frangula.sd"	"Geraniaceae.sd"	"Ilex.sd"	"Juglans.sd"	"Liliaceae.sd"	"Olea.sd"	"Onagraceae.sd"	"Orobanchaceae.sd"	"Ostrya.Carpinus.sd"	"Pinus.sd"	"Pistacia.sd"	"Plantaginaceae.sd"	"Poaceae.sd"	"Polygonaceae.sd"	"Quercus.sd"	"Ranunculaceae.sd"	"Rhamnus.sd"	"Rosaceae.sd"	"Rubiaceae.sd"	"Rumex.sd"	"Salix.sd"	"Tilia.sd"	"Ulmus.sd"	"Urticaceae.sd"
24441	"Europe"	"17"	5021	"gpm unstable"	"peatland"	100	11.2837916709551	"CF_orig"	"FIXED_100"	68970.6379310345	14944395707.1041	81.1279977561334	4.81541286084539	0	0	0.0552115	0	2.474173	0.150677	0	4.198158	0.513828	0	0	0	2.6210305	0	0	0	23.1078035	0	19.204951	1.0982355	0	0.8936895	0	0	0	0	1.807599	0	0	0	0	1.9645875	0	0	6.103894	0	9.9415585	4.333098	0	8.288563	0	0	6.2754935	3.7306445	3.236779	0	0	0	0.055	0	2.3415	0.112	0	4.1455	0.436	0	0	0	2.377	0	0	0	23.066	0	19.11	1.091	0	0.8695	0	0	0	0	1.7075	0	0	0	0	1.9385	0	0	6.016	0	9.8995	4.234	0	8.117	0	0	5.961	3.6065	3.0745	0	0	0	0.12	0	3.741	0.342	0	5.21	1.251	0	0	0	4.4344	0	0	0	27.0392	0	23.9206	2.413	0	1.5692	0	0	0	0	2.8935	0	0	0	0	2.4641	0	0	8.3814	0	11.7781	6.3624	0	11.2884	0	0	10.2201	5.688	4.7063	0	0	0	0	0	1.361	0	0	3.2208	0	0	0	0	1.0269	0	0	0	19.3208	0	14.5514	0	0	0.2869	0	0	0	0	0.7849	0	0	0	0	1.5109	0	0	3.9734	0	8.1243	2.38	0	5.566	0	0	2.9069	1.937	1.9277	0	0	0	0.0550782313944154	0	0.996500611040908	0.224532568034248	0	0.80269322984975	0.57573935015392	0	0	0	1.45934712888711	0	0	0	2.99275358221984	0	3.69240780416995	1.11525226960189	0	0.519961061852396	0	0	0	0	0.843372332748011	0	0	0	0	0.372071092390482	0	0	1.76301795308938	0	1.44558518975817	1.60748912096879	0	2.25290774171455	0	0	2.87666127255126	1.45511778526834	1.1820760690732	0
24441	"Europe"	"18"	5413	"gpm unstable"	"peatland"	100	11.2837916709551	"CF_orig"	"FIXED_100"	68970.6379310345	14944395707.1041	81.1279977561334	4.81541286084539	0.3425155	0	0	0	0.716423	0	0	2.0352015	0.460675	0	0.452189	0	3.1741715	0.1487375	0	0	23.5032385	0	16.65926	0	0	0	0.9097965	0	0	0	5.0704375	0	0	0	0	3.518327	0	0	4.893532	0	11.6264705	3.2812215	0	5.1492835	0	0	2.1463605	11.5288195	4.383351	0	0.306	0	0	0	0.653	0	0	1.992	0.393	0	0.39	0	2.934	0.143	0	0	23.4815	0	16.5525	0	0	0	0.8065	0	0	0	5.0045	0	0	0	0	3.495	0	0	4.8425	0	11.585	3.207	0	4.973	0	0	2.0295	11.399	4.186	0	0.8053	0	0	0	1.2852	0	0	2.6753	1.0821	0	1.0492	0	5.0633	0.311	0	0	27.0703	0	20.8081	0	0	0	1.7758	0	0	0	6.7331	0	0	0	0	4.1925	0	0	6.7292	0	13.5512	4.8625	0	7.4101	0	0	4.059	14.72	6.0751	0	0	0	0	0	0.21	0	0	1.4685	0	0	0	0	1.5345	0	0	0	19.865	0	12.6957	0	0	0	0	0	0	0	3.4599	0	0	0	0	2.8896	0	0	3.0819	0	9.8339	1.7396	0	3.0826	0	0	0	8.599	2.9212	0	0.348601718783656	0	0	0	0.446635639832273	0	0	0.474156142975825	0.494474584718432	0	0.481610315012836	0	1.64904443871843	0.14939836856544	0	0	2.8066138949623	0	3.17597644143943	0	0	0	0.720089307234142	0	0	0	1.29218908694198	0	0	0	0	0.517569401253162	0	0	1.42996568452024	0	1.46377397820134	1.27605337762533	0	1.68987851037217	0	0	1.53437241401564	2.37307466119243	1.32035208092683	0
24441	"Europe"	"19"	5810	"gpm unstable"	"peatland"	100	11.2837916709551	"CF_orig"	"FIXED_100"	68970.6379310345	14944395707.1041	81.1279977561334	4.81541286084539	0	3.3643285	0	0	0.605043	0.548175	2.480414	5.7262125	0	0	0	0	2.31792	0.1918825	0	0	31.0038415	0	10.032965	0	0	0.332731	0.592368	0	0	0	0.799316	0	0	0	0	2.9162765	0	0	11.2296395	0	8.8547445	3.0725185	0	3.2676825	0	0	4.1347155	5.9646905	2.56455	0	0	3.182	0	0	0.5315	0.373	2.42	5.644	0	0	0	0	2.0595	0.183	0	0	30.988	0	9.8765	0	0	0.322	0.4985	0	0	0	0.767	0	0	0	0	2.8795	0	0	11.235	0	8.7905	2.961	0	3.088	0	0	3.8655	5.8335	2.419	0	0	8.0379	0	0	1.2101	0.9764	5.494	7.1081	0	0	0	0	4.029	0.4161	0	0	35.838	0	13.8621	0	0	0.7251	1.3862	0	0	0	1.5724	0	0	0	0	3.5921	0	0	14.3651	0	10.7185	4.9124	0	5.3631	0	0	7.3711	8.4944	3.8073	0	0	0	0	0	0	0.1119	0	4.4519	0	0	0	0	0.7746	0	0	0	26.2218	0	6.2848	0	0	0	0	0	0	0	0	0	0	0	0	2.2869	0	0	8.1612	0	7.0509	1.3896	0	1.3683	0	0	1.3137	3.6125	1.4364	0	0	3.38842066055473	0	0	0.454269130992506	1.08070416031218	2.44768768986518	1.04014324077235	0	0	0	0	1.62956925031457	0.19006967652605	0	0	3.70298613574754	0	2.98523500662802	0	0	0.32964151498742	0.6473651847429	0	0	0	0.570347361877479	0	0	0	0	0.51445447101675	0	0	2.43288023804422	0	1.4719895148355	1.38125929074591	0	1.56415546345326	0	0	2.45136333673001	1.89661401847537	1.03111695630942	0
24441	"Europe"	"20"	6205	"gpm unstable"	"peatland"	100	11.2837916709551	"CF_orig"	"FIXED_100"	68970.6379310345	14944395707.1041	81.1279977561334	4.81541286084539	0	0	0	0	0	0	0	5.035823	0	0	0	0	1.0742715	0	0	0	25.0690995	0	13.1870025	0	0	0	0.5418205	0	0	0	2.2684395	0	0	0	0	2.402611	0	0	9.972274	0	7.71723	3.9234935	0	6.0592155	0	0.8940535	12.9856815	5.565244	3.3037725	0	0	0	0	0	0	0	0	4.9845	0	0	0	0	0.917	0	0	0	25.016	0	13.1055	0	0	0	0.46	0	0	0	2.1685	0	0	0	0	2.365	0	0	9.899	0	7.717	3.7385	0	5.9275	0	0.853	12.6025	5.451	3.108	0	0	0	0	0	0	0	0	6.2134	0	0	0	0	2.1781	0	0	0	29.231	0	17.4939	0	0	0	1.2996	0	0	0	3.5275	0	0	0	0	2.9601	0	0	12.9147	0	9.362	6.0462	0	8.7155	0	2.0143	18.5218	7.9941	4.775	0	0	0	0	0	0	0	0	3.8939	0	0	0	0	0	0	0	0	20.9811	0	8.9475	0	0	0	0	0	0	0	1.1335	0	0	0	0	1.8749	0	0	7.0909	0	6.124	2.0758	0	3.6588	0	0	8.1323	3.3051	1.9538	0	0	0	0	0	0	0	0	0.924361444301338	0	0	0	0	0.898695688071123	0	0	0	3.19659909786886	0	3.33646034748188	0	0	0	0.593537894237342	0	0	0	0.970434871724981	0	0	0	0	0.429444918642745	0	0	2.29591474170418	0	1.27419165916755	1.58361213485328	0	1.95324370024225	0	0.912324535824332	4.1056406589798	1.83873621351608	1.228570679978	0
24441	"Europe"	"21"	6599	"gpm unstable"	"peatland"	100	11.2837916709551	"CF_orig"	"FIXED_100"	68970.6379310345	14944395707.1041	81.1279977561334	4.81541286084539	0	9.6106575	0.1747065	0	0	0.484374	0	6.472253	0	0	0	0	1.597655	0	0	0	29.739551	0	5.6079425	3.467986	0	0	0	0	0	0	0.5767445	0	0	0	0	3.83328	0	0	7.7942355	0	6.9625155	0.854568	0	5.442482	0	0	5.738879	7.3898555	4.252279	0	0	9.088	0.168	0	0	0.3625	0	6.3455	0	0	0	0	1.358	0	0	0	29.645	0	5.391	3.3375	0	0	0	0	0	0	0.541	0	0	0	0	3.792	0	0	7.5965	0	6.842	0.7935	0	5.2865	0	0	5.4305	7.1975	3.9585	0	0	18.0467	0.3441	0	0	0.9624	0	8.2142	0	0	0	0	3.2362	0	0	0	35.7261	0	9.3199	6.7332	0	0	0	0	0	0	1.3031	0	0	0	0	4.7662	0	0	11.2225	0	8.9444	2.0133	0	8.4351	0	0	10.3221	10.6778	6.3194	0	0	0	0	0	0	0	0	4.9016	0	0	0	0	0	0	0	0	24.0816	0	2.5449	0	0	0	0	0	0	0	0	0	0	0	0	2.9408	0	0	4.6633	0	5.1149	0	0	2.6109	0	0	1.8552	4.3784	2.4069	0	0	6.37324061283962	0.124226943633466	0	0	0.642043520382406	0	1.30554853815695	0	0	0	0	1.2895599987865	0	0	0	4.51842787611298	0	2.71820410565022	2.46066047592773	0	0	0	0	0	0	0.573297682130251	0	0	0	0	0.724812892728001	0	0	2.49331603902814	0	1.50238459107164	0.868115786566195	0	2.24750014997509	0	0	3.31676629017946	2.55566369522308	1.63103295503469	0
24441	"Europe"	"22"	6997	"gpm unstable"	"peatland"	100	11.2837916709551	"CF_orig"	"FIXED_100"	68970.6379310345	14944395707.1041	81.1279977561334	4.81541286084539	0	0	0	0	0.235	0.1396175	1.878193	1.5248975	0	7.5505365	0	0	2.287806	0	0	0	26.331766	0	11.815182	0.955875	0	0	0.455666	0	0	0	0.3140235	0	0	0	0	3.2678355	0	0	27.291856	0	5.008882	1.415829	0	2.0764375	0	0	1.106415	4.1543825	2.1898255	0	0	0	0	0	0.211	0.091	1.881	1.501	0	5.0315	0	0	2.0765	0	0	0	26.6365	0	11.788	0.9565	0	0	0.3875	0	0	0	0.304	0	0	0	0	3.268	0	0	27.5835	0	5	1.2915	0	1.95	0	0	1.031	4.048	2.1025	0	0	0	0	0	0.562	0.3012	4.3012	2.0901	0	18.1594	0	0	3.9468	0	0	0	31.1313	0	15.8322	2.1475	0	0	1.0913	0	0	0	0.727	0	0	0	0	3.9976	0	0	32.3661	0	6.4024	2.6032	0	3.5087	0	0	2.584	6.11	3.2972	0	0	0	0	0	0	0	0	1.0069	0	0	0	0	0.8787	0	0	0	21.6018	0	7.8093	0	0	0	0	0	0	0	0	0	0	0	0	2.575	0	0	22.0879	0	3.64	0.4379	0	0.6974	0	0	0	2.2656	1.182	0	0	0	0	0	0.248882350141801	0.458405139401452	1.89634467814271	0.433173722345453	0	10.8438602340244	0	0	1.45141054862307	0	0	0	4.14815319072124	0	3.13742051718076	0.956214097927623	0	0	0.526239463011104	0	0	0	0.327164806103784	0	0	0	0	0.608035703020656	0	0	4.46608987848043	0	1.11070578406047	0.879873729377588	0	1.09215766502662	0	0	1.14507788794463	1.50355211970922	0.895782732810781	0
24441	"Europe"	"23"	7394	"gpm unstable"	"peatland"	100	11.2837916709551	"CF_orig"	"FIXED_100"	68970.6379310345	14944395707.1041	81.1279977561334	4.81541286084539	0.306739	2.306639	0.0431405	0.021528	0.420264	0	3.4059595	3.2745905	0	0	4.738512	0	1.890866	0	0	0	26.1280245	0	18.5308825	0.8352085	0	0	0	0	0	0	2.7432575	0	0	0	0	2.515517	0	0	5.651851	0	8.2712965	0.403157	0	8.4385805	0.2322505	0	3.86008	3.5620705	2.419555	0	0.264	2.1275	0.042	0.021	0.3735	0	3.3	3.2325	0	0	4.3715	0	1.725	0	0	0	26.057	0	18.4255	0.818	0	0	0	0	0	0	2.6855	0	0	0	0	2.488	0	0	5.61	0	8.2085	0.387	0	8.3075	0.225	0	3.639	3.453	2.269	0	0.7461	5.5243	0.091	0.049	0.834	0	6.613	4.0661	0	0	7.1735	0	3.2001	0	0	0	29.8848	0	22.7586	1.8041	0	0	0	0	0	0	3.9263	0	0	0	0	3.0211	0	0	7.4609	0	9.7584	0.9372	0	11.1276	0.5231	0	6.4585	5.2305	3.5614	0	0	0	0	0	0	0	0	2.5255	0	0	2.7	0	0.7826	0	0	0	22.5669	0	14.4763	0	0	0	0	0	0	0	1.6432	0	0	0	0	2.0429	0	0	3.8769	0	6.8421	0	0	5.8549	0	0	1.5728	2.1169	1.4269	0	0.318576319450548	2.4382579573565	0.0428027428694538	0.0214933989657185	0.310047417348544	0	2.32053906401801	0.615228990836203	0	0	2.00957231103851	0	1.01658268439961	0	0	0	2.83932110090718	0	3.2719056410532	0.844504744308361	0	0	0	0	0	0	0.891726338135648	0	0	0	0	0.391222622404611	0	0	1.41257075074558	0	1.15076461371813	0.410479467266663	0	2.11059208730613	0.232796576161864	0	1.9551712630698	1.21373654708615	0.884348892947364	0
24441	"Europe"	"24"	7782	"gpm unstable"	"peatland"	100	11.2837916709551	"CF_orig"	"FIXED_100"	68970.6379310345	14944395707.1041	81.1279977561334	4.81541286084539	0	0	0	0	0	0	8.6061455	3.520093	0.72242	10.5277645	0.668753	0	0.6612205	0	0	0	26.369608	0	12.943632	0	0	0	0	0	0	0	2.371084	0	0	0	0	2.4644085	0	0	5.180535	0	6.969899	2.8460915	0	6.1182085	0	0	6.551274	1.393724	2.0851135	0	0	0	0	0	0	0	8.2835	3.4735	0.603	7.279	0.5715	0	0.5625	0	0	0	26.656	0	12.8525	0	0	0	0	0	0	0	2.2385	0	0	0	0	2.4465	0	0	5.0895	0	6.94	2.65	0	5.954	0	0	6.213	1.2945	1.9445	0	0	0	0	0	0	0	15.011	4.7494	1.6355	25.8145	1.611	0	1.5754	0	0	0	32.9466	0	18.1088	0	0	0	0	0	0	0	3.8411	0	0	0	0	3.261	0	0	7.8231	0	9.2347	4.8811	0	9.2308	0	0	11.1621	2.7791	3.363	0	0	0	0	0	0	0	2.9698	2.3819	0	0	0	0	0	0	0	0	19.8728	0	7.9306	0	0	0	0	0	0	0	1.0038	0	0	0	0	1.752	0	0	2.6343	0	4.9057	0.9484	0	3.1302	0	0	2.2069	0	0.9578	0	0	0	0	0	0	0	4.76917660399254	0.954130678170718	0.844819714954254	13.7453701125071	0.744714858251835	0	0.726107774459009	0	0	0	5.60420777039029	0	4.05754127794002	0	0	0	0	0	0	0	1.13382439284966	0	0	0	0	0.619218762284811	0	0	2.00148864477733	0	1.72921115986935	1.56911900675393	0	2.40602427594486	0	0	3.54300845064822	1.03801377453387	0.982775510210488	0
24441	"Europe"	"25"	8176	"gpm unstable"	"peatland"	100	11.2837916709551	"CF_orig"	"FIXED_100"	68970.6379310345	14944395707.1041	81.1279977561334	4.81541286084539	0	0	0.039185	0	0.1863955	0.1059855	10.66134	2.769353	0	0	0	0	0.7029305	0	0	0	31.5991325	0	12.3373845	0	0	0	0	0	0	0	2.218196	0	0	0	0	2.3015925	0	0	4.816709	0	5.696923	1.1403355	0	14.916265	0	0.581629	7.700434	1.1103695	1.1158265	0	0	0	0.038	0	0.167	0.071	10.483	2.7385	0	0	0	0	0.6095	0	0	0	31.546	0	12.2525	0	0	0	0	0	0	0	2.143	0	0	0	0	2.288	0	0	4.7745	0	5.6315	1.0675	0	14.7095	0	0.567	7.423	1.0525	1.042	0	0	0	0.083	0	0.443	0.2191	15.4087	3.4483	0	0	0	0	1.4092	0	0	0	35.6111	0	15.8315	0	0	0	0	0	0	0	3.2654	0	0	0	0	2.7791	0	0	6.4177	0	6.9307	2.037	0	18.4957	0	1.281	11.1508	1.98	1.7592	0	0	0	0	0	0	0	6.1187	2.135	0	0	0	0	0	0	0	0	27.5828	0	8.986	0	0	0	0	0	0	0	1.269	0	0	0	0	1.8549	0	0	3.1756	0	4.5991	0.3558	0	11.564	0	0	4.5543	0.339	0.5476	0	0	0	0.0385545198452821	0	0.189604955365886	0.301829615591602	3.67937242000624	0.533888073127986	0	0	0	0	0.552175419152744	0	0	0	3.1177764621566	0	2.65436411124723	0	0	0	0	0	0	0	0.77968415353503	0	0	0	0	0.362366289971631	0	0	1.25614494999052	0	0.912182965721503	0.669463174051012	0	2.72164416451786	0	0.581884486076548	2.65958126683534	0.65889702352762	0.514083616136461	0
24441	"Europe"	"26"	8569	"gpm unstable"	"peatland"	100	11.2837916709551	"CF_orig"	"FIXED_100"	68970.6379310345	14944395707.1041	81.1279977561334	4.81541286084539	0	0	0.0371635	0	0.369802	0.2165465	0	1.83507	0	6.0650365	0	0	0	0	0	0	39.8753305	0	11.215724	0.7256365	0	0	0	0	0	0	0.246318	0	0	0	0	2.914102	0	0	8.9600365	0	4.730654	1.8355215	0	12.0402645	0	1.7163745	5.1864135	0	2.0300465	0	0	0	0.038	0	0.327	0.158	0	1.8055	0	3.839	0	0	0	0	0	0	40.396	0	11.154	0.7325	0	0	0	0	0	0	0.237	0	0	0	0	2.913	0	0	8.9085	0	4.7055	1.761	0	11.933	0	1.6705	4.943	0	1.943	0	0	0	0.0821000000000001	0	0.7321	0.4351	0	2.3891	0	14.3894	0	0	0	0	0	0	45.2081	0	14.617	1.657	0	0	0	0	0	0	0.5591	0	0	0	0	3.538	0	0	11.3223	0	5.856	2.9771	0	15.3923	0	3.0675	8.3137	0	3.0345	0	0	0	0	0	0	0	0	1.3316	0	0	0	0	0	0	0	0	34.5693	0	7.8523	0	0	0	0	0	0	0	0	0	0	0	0	2.3359	0	0	6.7044	0	3.6368	0.7569	0	8.9379	0	0.557	2.4556	0	1.1748	0	0	0	0.0376630192531033	0	0.290238743209844	0.276264756973673	0	0.432613528836843	0	9.1798422751846	0	0	0	0	0	0	4.9696526355399	0	2.68768847664638	0.761664682726071	0	0	0	0	0	0	0.25461998260893	0	0	0	0	0.504099188247507	0	0	1.89157508767797	0	0.930600477061963	0.865835545663157	0	2.61283359980116	0	1.02322225989583	2.28177675991952	0	0.777235702349199	0
24441	"Europe"	"27"	8960	"gpm unstable"	"peatland"	100	11.2837916709551	"CF_orig"	"FIXED_100"	68970.6379310345	14944395707.1041	81.1279977561334	4.81541286084539	0	0	0	0	0.2361815	0.29108	0	1.7793365	0	0	0	0	0	0.151079	0	0	29.24917	0	20.8152705	1.948347	0	0	0	0	0	0	2.246717	0	0	0	0	4.174276	0.4652595	0.472814	15.0450795	0	2.2975865	0	0	7.774819	0.836964	0.729955	9.8846455	0	1.601385	0	0	0	0	0	0.214	0.1995	0	1.753	0	0	0	0	0	0.144	0	0	29.1285	0	20.804	1.9	0	0	0	0	0	0	2.1945	0	0	0	0	4.135	0.406	0.4055	14.9565	0	2.276	0	0	7.637	0.799	0.724	9.6855	0	1.4925	0	0	0	0	0	0.573	0.5401	0	2.3361	0	0	0	0	0	0.321	0	0	33.4005	0	25.5897	3.8693	0	0	0	0	0	0	3.3422	0	0	0	0	4.9713	1.0982	1.116	18.1123	0	3.0722	0	0	10.5386	1.493	1.5955	14.2835	0	2.5293	0	0	0	0	0	0	0	0	1.2389	0	0	0	0	0	0	0	0	25.3637	0	16.2308	0	0	0	0	0	0	0	1.1988	0	0	0	0	3.451	0	0	12.0458	0	1.567	0	0	5.1995	0.266	0	5.8509	0	0.815	0	0	0	0	0	0.244547310865149	0.779484437685767	0	0.442711749464939	0	0	0	0	0	0.150652065307419	0	0	3.20829689533003	0	3.6282789324052	1.38970479933893	0	0	0	0	0	0	0.847195393594928	0	0	0	0	0.595631298830135	0.484253690722372	0.496752448309468	2.39031361473095	0	0.604727704273509	0	0	2.10356239189792	0.491089797591692	0.753279415565006	3.38032260580102	0	0.696693496229758	0
24441	"Europe"	"28"	9346	"gpm unstable"	"peatland"	100	11.2837916709551	"CF_orig"	"FIXED_100"	68970.6379310345	14944395707.1041	81.1279977561334	4.81541286084539	0	0	0	0.0506195	0	0.769271	3.853867	0.8438245	0	0	0	0.183252	0	0.146222	0	0	5.081036	0	20.6990895	1.89415	0	0	0.459807	0	0	0	0	0	0	0	0	6.156947	0	0.9146245	12.6281355	0	1.3481045	0	0	19.406362	0	0	25.5646745	0	0	0	0	0	0	0.047	0	0.516	3.6885	0.823	0	0	0	0.174	0	0.141	0	0	5.004	0	20.7255	1.863	0	0	0.3925	0	0	0	0	0	0	0	0	6.11	0	0.781	12.509	0	1.3205	0	0	19.258	0	0	25.344	0	0	0	0	0	0	0.102	0	1.2	7.5541	1.2341	0	0	0	0.413	0	0.328	0	0	6.9363	0	25.4901	3.7672	0	0	1.1211	0	0	0	0	0	0	0	0	7.3026	0	1.7871	15.6897	0	1.9706	0	0	24.1742	0	0	32.6353	0	0	0	0	0	0	0	0	0.2249	0	0.48	0	0	0	0	0	0	0	0	3.2999	0	15.9939	0	0	0	0	0	0	0	0	0	0	0	0	5.0958	0	0	9.7247	0	0.7679	0	0	14.9232	0	0	18.966	0	0	0	0	0	0	0.0374363253936533	0	2.43744693118233	2.70464977871882	0.293769523549045	0	0	0	0.184466673067891	0	0.146510581157798	0	0	1.40187807593025	0	3.69136830111234	1.35193420274223	0	0	0.485819872200708	0	0	0	0	0	0	0	0	0.895034795878862	0	0.810016901175429	2.38536525942049	0	0.466928586329983	0	0	3.6656432315634	0	0	5.31224897450537	0	0	0
