"Dataset_ID"	"Continent"	"Sample_ID"	"Age_BP"	"Distance_weighting"	"Basin_type"	"Basin_Area"	"Basin_Diameter"	"RPP_Set"	"Basin_Source"	"Pollen_Source_Radius"	"Pollen_Source_Area"	"Median_rel_influx_at_PSR"	"Std_rel_influx_at_PSR"	"Alnus.mean"	"Amaranthaceae.mean"	"Apiaceae.mean"	"Artemisia.mean"	"Asteraceae.mean"	"Betula.mean"	"Brassicaceae.mean"	"Campanulaceae.mean"	"Caprifoliaceae.mean"	"Caryophyllaceae.mean"	"Celastraceae.mean"	"Cornus.mean"	"Corylus.mean"	"Crassulaceae.mean"	"Cyperaceae.mean"	"Elaeagnaceae.mean"	"Ericales.mean"	"Fabaceae.mean"	"Fraxinus.mean"	"Gentianaceae.mean"	"Geraniaceae.mean"	"Indeterminable.mean"	"Juncaceae.mean"	"Juniperus.mean"	"Nartheciaceae.mean"	"Onagraceae.mean"	"Orobanchaceae.mean"	"Picea.mean"	"Pinus.mean"	"Plantaginaceae.mean"	"Poaceae.mean"	"Polygonaceae.mean"	"Populus.mean"	"Primulaceae.mean"	"Prunus.mean"	"Quercus.mean"	"Ranunculaceae.mean"	"Rosaceae.mean"	"Rubiaceae.mean"	"Rumex.mean"	"Salix.mean"	"Sorbus.mean"	"Thalictrum.mean"	"Tilia.mean"	"Ulmus.mean"	"Urticaceae.mean"	"Alnus.median"	"Amaranthaceae.median"	"Apiaceae.median"	"Artemisia.median"	"Asteraceae.median"	"Betula.median"	"Brassicaceae.median"	"Campanulaceae.median"	"Caprifoliaceae.median"	"Caryophyllaceae.median"	"Celastraceae.median"	"Cornus.median"	"Corylus.median"	"Crassulaceae.median"	"Cyperaceae.median"	"Elaeagnaceae.median"	"Ericales.median"	"Fabaceae.median"	"Fraxinus.median"	"Gentianaceae.median"	"Geraniaceae.median"	"Indeterminable.median"	"Juncaceae.median"	"Juniperus.median"	"Nartheciaceae.median"	"Onagraceae.median"	"Orobanchaceae.median"	"Picea.median"	"Pinus.median"	"Plantaginaceae.median"	"Poaceae.median"	"Polygonaceae.median"	"Populus.median"	"Primulaceae.median"	"Prunus.median"	"Quercus.median"	"Ranunculaceae.median"	"Rosaceae.median"	"Rubiaceae.median"	"Rumex.median"	"Salix.median"	"Sorbus.median"	"Thalictrum.median"	"Tilia.median"	"Ulmus.median"	"Urticaceae.median"	"Alnus.q90"	"Amaranthaceae.q90"	"Apiaceae.q90"	"Artemisia.q90"	"Asteraceae.q90"	"Betula.q90"	"Brassicaceae.q90"	"Campanulaceae.q90"	"Caprifoliaceae.q90"	"Caryophyllaceae.q90"	"Celastraceae.q90"	"Cornus.q90"	"Corylus.q90"	"Crassulaceae.q90"	"Cyperaceae.q90"	"Elaeagnaceae.q90"	"Ericales.q90"	"Fabaceae.q90"	"Fraxinus.q90"	"Gentianaceae.q90"	"Geraniaceae.q90"	"Indeterminable.q90"	"Juncaceae.q90"	"Juniperus.q90"	"Nartheciaceae.q90"	"Onagraceae.q90"	"Orobanchaceae.q90"	"Picea.q90"	"Pinus.q90"	"Plantaginaceae.q90"	"Poaceae.q90"	"Polygonaceae.q90"	"Populus.q90"	"Primulaceae.q90"	"Prunus.q90"	"Quercus.q90"	"Ranunculaceae.q90"	"Rosaceae.q90"	"Rubiaceae.q90"	"Rumex.q90"	"Salix.q90"	"Sorbus.q90"	"Thalictrum.q90"	"Tilia.q90"	"Ulmus.q90"	"Urticaceae.q90"	"Alnus.q10"	"Amaranthaceae.q10"	"Apiaceae.q10"	"Artemisia.q10"	"Asteraceae.q10"	"Betula.q10"	"Brassicaceae.q10"	"Campanulaceae.q10"	"Caprifoliaceae.q10"	"Caryophyllaceae.q10"	"Celastraceae.q10"	"Cornus.q10"	"Corylus.q10"	"Crassulaceae.q10"	"Cyperaceae.q10"	"Elaeagnaceae.q10"	"Ericales.q10"	"Fabaceae.q10"	"Fraxinus.q10"	"Gentianaceae.q10"	"Geraniaceae.q10"	"Indeterminable.q10"	"Juncaceae.q10"	"Juniperus.q10"	"Nartheciaceae.q10"	"Onagraceae.q10"	"Orobanchaceae.q10"	"Picea.q10"	"Pinus.q10"	"Plantaginaceae.q10"	"Poaceae.q10"	"Polygonaceae.q10"	"Populus.q10"	"Primulaceae.q10"	"Prunus.q10"	"Quercus.q10"	"Ranunculaceae.q10"	"Rosaceae.q10"	"Rubiaceae.q10"	"Rumex.q10"	"Salix.q10"	"Sorbus.q10"	"Thalictrum.q10"	"Tilia.q10"	"Ulmus.q10"	"Urticaceae.q10"	"Alnus.sd"	"Amaranthaceae.sd"	"Apiaceae.sd"	"Artemisia.sd"	"Asteraceae.sd"	"Betula.sd"	"Brassicaceae.sd"	"Campanulaceae.sd"	"Caprifoliaceae.sd"	"Caryophyllaceae.sd"	"Celastraceae.sd"	"Cornus.sd"	"Corylus.sd"	"Crassulaceae.sd"	"Cyperaceae.sd"	"Elaeagnaceae.sd"	"Ericales.sd"	"Fabaceae.sd"	"Fraxinus.sd"	"Gentianaceae.sd"	"Geraniaceae.sd"	"Indeterminable.sd"	"Juncaceae.sd"	"Juniperus.sd"	"Nartheciaceae.sd"	"Onagraceae.sd"	"Orobanchaceae.sd"	"Picea.sd"	"Pinus.sd"	"Plantaginaceae.sd"	"Poaceae.sd"	"Polygonaceae.sd"	"Populus.sd"	"Primulaceae.sd"	"Prunus.sd"	"Quercus.sd"	"Ranunculaceae.sd"	"Rosaceae.sd"	"Rubiaceae.sd"	"Rumex.sd"	"Salix.sd"	"Sorbus.sd"	"Thalictrum.sd"	"Tilia.sd"	"Ulmus.sd"	"Urticaceae.sd"
45636	"Europe"	"12"	2814	"gpm unstable"	"lake"	21244.69489	164.467582367411	"CF_orig"	"GIS"	103521.793103448	33667699661.5975	80.5762338672703	3.32211010966543	0.879039	0	0	0.180075	5.354046	23.931006	0	0	0	0	0	0	0.552496	0.6348	18.13945	0	8.012683	1.4668935	0	0	0	2.5924065	0	2.62459	0	0	2.008367	0	0.537074	0	10.8437095	0	0	0	0	0	1.276132	5.5153755	0	8.0074075	6.15898	1.2854635	0	0	0	0	0.867	0	0	0.1205	5.254	23.804	0	0	0	0	0	0	0.535	0.5435	18.03	0	7.8435	1.31	0	0	0	2.3445	0	2.53	0	0	1.9315	0	0.522	0	10.7645	0	0	0	0	0	1.1945	5.3095	0	7.863	5.92	1.0735	0	0	0	0	1.2142	0	0	0.415	10.3791	27.9103	0	0	0	0	0	0	1.2122	1.5269	23.3365	0	12.2425	3.4962	0	0	0	4.4959	0	3.5844	0	0	4.6675	0	0.7921	0	14.1303	0	0	0	0	0	2.5062	8.1596	0	11.7304	10.1832	2.5972	0	0	0	0	0.553	0	0	0	0	20.1196	0	0	0	0	0	0	0	0	13.1717	0	4.0869	0	0	0	0	0.95	0	1.811	0	0	0	0	0.3	0	7.6809	0	0	0	0	0	0	3.0986	0	4.567	2.4368	0	0	0	0	0	0.259052528621692	0	0	0.33437775885637	3.68765611421298	3.06109813316307	0	0	0	0	0	0	0.541704252089982	0.690972849495094	4.00917785026026	0	3.12957613390375	1.53821280402712	0	0	0	1.54976055671492	0	0.712620825629283	0	0	2.01925679479175	0	0.192500077048899	0	2.50763490714328	0	0	0	0	0	0.90643803126759	1.97874389808455	0	2.76730298311261	3.13515387573118	1.21280295191257	0	0	0	0
45636	"Europe"	"13"	3010	"gpm unstable"	"lake"	21244.69489	164.467582367411	"CF_orig"	"GIS"	103521.793103448	33667699661.5975	80.5762338672703	3.32211010966543	0.366394	0	0.646231	0	7.4496085	29.5693515	0	0	0	0	0	0	0.488255	0	26.1431725	0	9.818186	0	0.169161	0	0.584311	1.7456015	0	2.112522	0	0	0	0	0.761288	0	5.2061355	0	0	0.59491	0	0	0	1.8762635	0	5.4945755	6.9740545	0	0	0	0	0	0.354	0	0.5775	0	7.2395	29.4195	0	0	0	0	0	0	0.477	0	26.2145	0	9.6255	0	0.163	0	0.498	1.535	0	2.04	0	0	0	0	0.747	0	5.143	0	0	0.4935	0	0	0	1.7645	0	5.3955	6.73	0	0	0	0	0	0.577	0	1.2781	0	13.0079	34.0837	0	0	0	0	0	0	1.092	0	31.7565	0	13.9329	0	0.405	0	1.3971	3.2716	0	2.8264	0	0	0	0	1.0421	0	7.3712	0	0	1.3841	0	0	0	3.3444	0	8.3482	11.1895	0	0	0	0	0	0.176	0	0	0	2.4901	25.063	0	0	0	0	0	0	0	0	20.5535	0	5.836	0	0	0	0	0.474	0	1.4608	0	0	0	0	0.4969	0	3.0687	0	0	0	0	0	0	0.5959	0	2.7626	3.1728	0	0	0	0	0	0.155826694578855	0	0.489457060165519	0	4.20091175341827	3.51869247438767	0	0	0	0	0	0	0.489622984865554	0	4.43479488912374	0	3.22198821730313	0	0.176474946613935	0	0.634900688077167	1.20191216156582	0	0.57019408639873	0	0	0	0	0.221754906767218	0	1.70718627590256	0	0	0.679095585545329	0	0	0	1.11500476899661	0	2.16559488637781	3.17889495376826	0	0	0	0	0
45636	"Europe"	"14"	3204	"gpm unstable"	"lake"	21244.69489	164.467582367411	"CF_orig"	"GIS"	103521.793103448	33667699661.5975	80.5762338672703	3.32211010966543	0.3786745	0	0.2857715	0	8.8512905	21.203032	0	0	0	0	0	0	0	0	22.211112	0	5.584132	0	0	0	0	3.5387655	0	0.975055	0	0	11.406581	0	0.818007	0	3.0855255	0	0	0	0	0	0	6.5916215	0	7.2908035	6.216839	1.037932	0	0	0	0.5248555	0.368	0	0.2535	0	8.5775	21.047	0	0	0	0	0	0	0	0	22.0805	0	5.485	0	0	0	0	3.2745	0	0.9335	0	0	11.268	0	0.802	0	2.996	0	0	0	0	0	0	6.514	0	7.136	5.963	0.8735	0	0	0	0.4415	0.5762	0	0.677400000000001	0	14.3278	24.923	0	0	0	0	0	0	0	0	27.6917	0	8.7305	0	0	0	0	5.6718	0	1.384	0	0	17.0401	0	1.1081	0	4.8572	0	0	0	0	0	0	9.2102	0	10.4003	10.023	2.0812	0	0	0	1.2874	0.2	0	0	0	3.6825	17.6803	0	0	0	0	0	0	0	0	17.0999	0	2.3996	0	0	0	0	1.6734	0	0.6199	0	0	6.217	0	0.5488	0	1.4949	0	0	0	0	0	0	4.0438	0	4.3422	2.7457	0	0	0	0	0	0.149116294832061	0	0.301425395284158	0	4.14776060352111	2.84059750229789	0	0	0	0	0	0	0	0	4.17912212890939	0	2.39817621707832	0	0	0	0	1.69796977952961	0	0.311259144608719	0	0	4.19539593148847	0	0.222860672597691	0	1.2932627036144	0	0	0	0	0	0	2.00165526230975	0	2.37503146571141	2.86630329019011	0.938261513497093	0	0	0	0.564306892350366
45636	"Europe"	"15"	3398	"gpm unstable"	"lake"	21244.69489	164.467582367411	"CF_orig"	"GIS"	103521.793103448	33667699661.5975	80.5762338672703	3.32211010966543	0.4212195	0.029633	0	0.198431	0	27.1386575	0	0	0	0	0	0	0	0.5971995	35.7329925	0	6.1196965	0	0.1764845	0	0	3.386818	0	1.66381	0.538758	0	0	0	1.020384	0	3.945752	0	0	0	0	0.1970585	0	3.0165905	0	6.25422	9.5623125	0	0	0	0	0	0.41	0.028	0	0.117	0	26.944	0	0	0	0	0	0	0	0.4905	35.7705	0	5.8955	0	0.165	0	0	3.1175	0	1.6075	0.4745	0	0	0	1.0065	0	3.881	0	0	0	0	0.19	0	2.882	0	6.1315	9.28	0	0	0	0	0	0.6481	0.071	0	0.3812	0	31.48	0	0	0	0	0	0	0	1.4513	41.8433	0	9.785	0	0.4051	0	0	5.4388	0	2.2456	1.2621	0	0	0	1.3601	0	5.8314	0	0	0	0	0.4261	0	4.863	0	9.3971	14.2231	0	0	0	0	0	0.2199	0	0	0	0	22.9893	0	0	0	0	0	0	0	0	29.5802	0	2.6804	0	0	0	0	1.504	0	1.1307	0	0	0	0	0.6919	0	2.0984	0	0	0	0	0	0	1.3458	0	3.3134	5.2676	0	0	0	0	0	0.169295628486569	0.0305101252844435	0	1.18049880472323	0	3.31006958454366	0	0	0	0	0	0	0	0.644645383552087	4.72275456315228	0	2.67537224638294	0	0.176834329104178	0	0	1.7545481137369	0	0.470865749632619	0.586813089694767	0	0	0	0.261195472934622	0	1.49799964584959	0	0	0	0	0.192644140736826	0	1.3908294302544	0	2.40561314884812	3.6310621685782	0	0	0	0	0
45636	"Europe"	"16"	3590	"gpm unstable"	"lake"	21244.69489	164.467582367411	"CF_orig"	"GIS"	103521.793103448	33667699661.5975	80.5762338672703	3.32211010966543	1.166401	0	0	0	5.637387	31.136255	0	0	0	0	0	0	0	1.305523	15.0541395	0	5.5254225	0	0	0	0	3.294276	0	3.0767805	0	0	0	0	1.162739	0	9.1264975	0	0	0	0	0	2.575142	3.4874185	0	5.10774	10.9913965	1.3528975	0	0	0	0	1.157	0	0	0	5.4255	31.0205	0	0	0	0	0	0	0	1.14	14.941	0	5.423	0	0	0	0	2.9705	0	2.961	0	0	0	0	1.139	0	9.102	0	0	0	0	0	2.467	3.3265	0	5.0165	10.7785	1.1515	0	0	0	0	1.5531	0	0	0	10.8622	35.8672	0	0	0	0	0	0	0	2.5603	20.0624	0	9.0577	0	0	0	0	5.5892	0	4.0986	0	0	0	0	1.5482	0	12.2055	0	0	0	0	0	4.2902	5.6164	0	8.0071	16.2157	2.7125	0	0	0	0	0.7969	0	0	0	0	26.5378	0	0	0	0	0	0	0	0	10.2684	0	2.5657	0	0	0	0	1.3059	0	2.182	0	0	0	0	0.81	0	6.1845	0	0	0	0	0	1.055	1.4876	0	2.2347	5.8103	0	0	0	0	0	0.296221229332662	0	0	0	3.90717396930879	3.67399064650555	0	0	0	0	0	0	0	1.00138481776369	3.77916131160729	0	2.60104352764618	0	0	0	0	1.96839665731383	0	0.817341647050823	0	0	0	0	0.293166652643358	0	2.34042286448113	0	0	0	0	0	1.28499818365708	1.64187364187555	0	2.22377067824331	4.13920125867512	1.19962181717651	0	0	0	0
45636	"Europe"	"17"	3788	"gpm unstable"	"lake"	21244.69489	164.467582367411	"CF_orig"	"GIS"	103521.793103448	33667699661.5975	80.5762338672703	3.32211010966543	1.0143155	0	0	0	12.8545305	41.9226365	0	0	0	0	0	0.712376	0	0	7.849423	0	3.179115	0	0	0	0	2.1887705	0	1.071822	0	0	0	0	0.346275	0	5.1616935	0	0	0	0	0	0.733892	3.2857475	0.4399375	3.436161	15.80331	0	0	0	0	0	0.992	0	0	0	12.7115	41.5465	0	0	0	0	0	0.6215	0	0	7.6905	0	3.045	0	0	0	0	1.9255	0	1.015	0	0	0	0	0.331	0	5.0765	0	0	0	0	0	0.681	3.1225	0.41	3.331	15.4535	0	0	0	0	0	1.4231	0	0	0	20.5254	48.8178	0	0	0	0	0	1.7363	0	0	11.8993	0	6.3723	0	0	0	0	3.9281	0	1.5691	0	0	0	0	0.5601	0	7.7054	0	0	0	0	0	1.7161	5.506	1.0122	6.0297	22.6692	0	0	0	0	0	0.622	0	0	0	5.7258	35.5103	0	0	0	0	0	0	0	0	4.1113	0	0	0	0	0	0	0.6548	0	0.6259	0	0	0	0	0.1449	0	2.791	0	0	0	0	0	0	1.3669	0	1.1129	9.5774	0	0	0	0	0	0.316201561782333	0	0	0	5.79494699979516	5.26289470393434	0	0	0	0	0	0.790677138149571	0	0	3.0783254574333	0	2.23120993984718	0	0	0	0	1.49935482333999	0	0.386102135121489	0	0	0	0	0.160656299591081	0	1.92206607549195	0	0	0	0	0	0.756128656121631	1.69857194462563	0.440576345656375	1.94195904940186	5.2216790440355	0	0	0	0	0
45636	"Europe"	"18"	3991	"gpm unstable"	"lake"	21244.69489	164.467582367411	"CF_orig"	"GIS"	103521.793103448	33667699661.5975	80.5762338672703	3.32211010966543	0.4957625	0	0	0	11.634037	36.305276	0	0	0	0.3080325	0	0.958452	0	0	8.378381	0	5.925743	0	0	0	0.9033305	7.434998	0	1.83294	0	0	2.811266	0	1.24223	0	4.6840435	0	0	0	0	0	0.953098	7.0212045	1.060711	1.412993	6.637484	0	0	0	0	0	0.476	0	0	0	11.433	36.0685	0	0	0	0.291	0	0.816	0	0	8.1855	0	5.741	0	0	0	0.776	6.713	0	1.742	0	0	2.717	0	1.2155	0	4.5065	0	0	0	0	0	0.877	6.791	1.003	1.398	6.237	0	0	0	0	0	0.8152	0	0	0	19.9163	42.6614	0	0	0	0.7051	0	2.277	0	0	13.04	0	10.3098	0	0	0	2.2068	12.0257	0	2.629	0	0	6.7151	0	1.747	0	7.4342	0	0	0	0	0	2.1919	10.6513	2.0863	3.28	11.7226	0	0	0	0	0	0.202	0	0	0	4.1319	30.2131	0	0	0	0	0	0	0	0	3.7137	0	1.977	0	0	0	0	3.7423	0	1.1388	0	0	0	0	0.7978	0	2.1576	0	0	0	0	0	0	3.7389	0	0	2.1953	0	0	0	0	0	0.231218388250767	0	0	0	6.2054977723735	4.88765455503442	0	0	0	0.309998020687496	0	1.04727726105686	0	0	3.59735774523644	0	3.32560014720961	0	0	0	0.979088057317492	3.60332095128022	0	0.609884555457418	0	0	2.89097902121315	0	0.375614317029555	0	2.07805819084308	0	0	0	0	0	0.938832706514537	2.70053984666241	0.769550919554966	1.42502098102069	3.79804750683507	0	0	0	0	0
45636	"Europe"	"19"	4195	"gpm unstable"	"lake"	21244.69489	164.467582367411	"CF_orig"	"GIS"	103521.793103448	33667699661.5975	80.5762338672703	3.32211010966543	0.338325	0.0411365	0	0	10.24579	41.1011555	0	0	0	0	0	0	0	0	11.5004175	0	8.5715785	1.8975375	0	0	0	0.793433	0.7815825	1.1728295	0	0	2.642556	0	1.064804	0	6.446647	0	0	0	0	0	1.618082	5.1371165	0	1.2322535	3.7958655	1.6188575	0	0	0	0	0.321	0.04	0	0	10.1575	40.856	0	0	0	0	0	0	0	0	11.321	0	8.3175	1.6925	0	0	0	0.6605	0.685	1.121	0	0	2.484	0	1.044	0	6.2785	0	0	0	0	0	1.5155	4.9205	0	1.2055	3.595	1.393	0	0	0	0	0.569	0.095	0	0	17.4828	47.9442	0	0	0	0	0	0	0	0	16.5377	0	13.5825	4.6365	0	0	0	1.9002	1.8462	1.696	0	0	6.1186	0	1.482	0	9.4079	0	0	0	0	0	3.1868	7.9708	0	2.8222	7.3302	3.2241	0	0	0	0	0.152	0	0	0	3.5518	34.5904	0	0	0	0	0	0	0	0	6.6754	0	3.8206	0	0	0	0	0	0	0.6869	0	0	0	0	0.677	0	3.8368	0	0	0	0	0	0	2.5306	0	0	0	0	0	0	0	0	0.172375709041424	0.0415012535325427	0	0	5.50755035522669	5.23441834772874	0	0	0	0	0	0	0	0	3.83757402696025	0	3.76126065444727	1.9735279982746	0	0	0	0.912507205018462	0.860572406382556	0.410824748422863	0	0	2.55173235192524	0	0.318061387324921	0	2.22634615232807	0	0	0	0	0	1.15251069223841	2.169597843456	0	1.26568638779671	2.73363284470951	1.33219610922359	0	0	0	0
45636	"Europe"	"20"	4396	"gpm unstable"	"lake"	21244.69489	164.467582367411	"CF_orig"	"GIS"	103521.793103448	33667699661.5975	80.5762338672703	3.32211010966543	0.1040335	0	0	0	4.1320275	38.9601365	0	0	0	0.308366	0	0	2.4481315	0	6.7451315	0	6.1247815	0	0	0	0	3.846557	0	2.8184275	0	0	0	0	0.813751	0	7.6147775	0	0	0	0	0	0	7.1739835	1.067638	9.108101	6.923437	0	0	0	0.855875	0.954852	0.099	0	0	0	4.0735	38.6945	0	0	0	0.305	0	0	2.372	0	6.4795	0	5.9505	0	0	0	0	3.4875	0	2.707	0	0	0	0	0.778	0	7.505	0	0	0	0	0	0	7.0155	1.034	9.0165	6.606	0	0	0	0.7655	0.8265	0.231	0	0	0	9.3952	45.0433	0	0	0	0.692	0	0	4.3031	0	11.1945	0	10.7484	0	0	0	0	6.7006	0	3.8802	0	0	0	0	1.228	0	11.0329	0	0	0	0	0	0	10.6845	2.1142	13.6595	12.1737	0	0	0	1.7016	2.2281	0	0	0	0	0	33.1424	0	0	0	0	0	0	0.7898	0	2.9347	0	2.051	0	0	0	0	1.3467	0	1.8966	0	0	0	0	0.446	0	4.345	0	0	0	0	0	0	3.7976	0	4.6849	2.2239	0	0	0	0	0	0.10097996759099	0	0	0	3.95708516641364	4.69604533248457	0	0	0	0.30010280887047	0	0	1.41510568766484	0	3.31980051583528	0	3.46291204590538	0	0	0	0	2.33334920875895	0	0.809365856265505	0	0	0	0	0.297019784484447	0	2.6236037778951	0	0	0	0	0	0	2.68263409600979	0.777697539978007	3.49903132565399	3.97969199916716	0	0	0	0.65139576341522	1.02927843761884
45636	"Europe"	"21"	4596	"gpm unstable"	"lake"	21244.69489	164.467582367411	"CF_orig"	"GIS"	103521.793103448	33667699661.5975	80.5762338672703	3.32211010966543	0.6317555	0	0	0	10.7819955	41.547889	0	0	1.7067695	0	0	0	0	0	9.0941475	0	9.0929225	0	0	0	0	1.7091775	0	2.294119	0	0	5.335595	0	1.0512795	0	3.462118	0	0	0	0	0.5908425	0	8.317271	0	4.0034605	0	0	0	0	0.38064	0	0.613	0	0	0	10.566	41.2965	0	0	1.4735	0	0	0	0	0	8.9525	0	8.92	0	0	0	0	1.479	0	2.2005	0	0	5.1265	0	1.022	0	3.3835	0	0	0	0	0.567	0	8.1355	0	3.8595	0	0	0	0	0.33	0	0.957	0	0	0	18.6091	48.2251	0	0	3.385	0	0	0	0	0	13.6898	0	14.3046	0	0	0	0	3.3898	0	3.1869	0	0	10.4319	0	1.4661	0	5.7077	0	0	0	0	1.1441	0	12.1154	0	7.1105	0	0	0	0	0.9301	0	0.332	0	0	0	3.6877	35.1047	0	0	0	0	0	0	0	0	4.7767	0	4.0027	0	0	0	0	0	0	1.5007	0	0	0	0	0.6719	0	1.4707	0	0	0	0	0	0	4.7198	0	1.3019	0	0	0	0	0	0	0.249913791478853	0	0	0	5.93486449573797	5.05490092943296	0	0	1.37258882569106	0	0	0	0	0	3.43104412586614	0	3.85643775881156	0	0	0	0	1.36032519616208	0	0.695690603319301	0	0	3.7766837223872	0	0.319105353281634	0	1.7099948860541	0	0	0	0	0.41955049875343	0	2.92965662775303	0	2.31298326631104	0	0	0	0	0.418053042774821	0
45636	"Europe"	"22"	4791	"gpm unstable"	"lake"	21244.69489	164.467582367411	"CF_orig"	"GIS"	103521.793103448	33667699661.5975	80.5762338672703	3.32211010966543	0.387223	0	0	0	0	51.4157045	0	0	0.8783835	0	0	0.9465545	1.564108	0	4.8619175	0	1.904131	0	0	0	0	2.747567	0	2.2097195	0	0	0	0	1.2048485	0	4.563567	0	0	0	0	0	0	11.589379	0	2.890699	12.836198	0	0	0	0	0	0.3765	0	0	0	0	51.193	0	0	0.767	0	0	0.7915	1.4975	0	4.7475	0	1.885	0	0	0	0	2.434	0	2.1425	0	0	0	0	1.1755	0	4.3635	0	0	0	0	0	0	11.291	0	2.7815	12.475	0	0	0	0	0	0.653	0	0	0	0	57.8804	0	0	2.1183	0	0	2.2181	3.0521	0	8.4762	0	4.2965	0	0	0	0	5.0441	0	3.0642	0	0	0	0	1.685	0	7.3256	0	0	0	0	0	0	16.231	0	5.5718	19.3959	0	0	0	0	0	0.1139	0	0	0	0	44.9839	0	0	0	0	0	0	0	0	1.6015	0	0	0	0	0	0	0.7538	0	1.4399	0	0	0	0	0.7679	0	1.9879	0	0	0	0	0	0	7.3248	0	0	6.7459	0	0	0	0	0	0.202711028687577	0	0	0	0	5.14308271808867	0	0	0.966520587701563	0	0	1.01999954243276	1.09629628390643	0	2.78517275807802	0	1.87926364801972	0	0	0	0	1.85533572321397	0	0.647281412859559	0	0	0	0	0.360864158677831	0	2.03637925488988	0	0	0	0	0	0	3.4328374356775	0	1.93614899216432	4.98091398277946	0	0	0	0	0
45636	"Europe"	"23"	4995	"gpm unstable"	"lake"	21244.69489	164.467582367411	"CF_orig"	"GIS"	103521.793103448	33667699661.5975	80.5762338672703	3.32211010966543	0.33771	0	0	0	10.4450295	36.8535095	0	0	0	0	0	0	0.6898715	0.786709	7.1037285	0	3.5134955	0	0	0	0	6.2822965	0	1.5505775	0	0	4.981958	0	1.4264625	0	5.4159045	0	0	0.789399	0	0	0.7498715	5.927722	0	7.49119	5.654526	0	0	0	0	0	0.318	0	0	0	10.122	36.5485	0	0	0	0	0	0	0.652	0.681	6.8515	0	3.342	0	0	0	0	5.882	0	1.488	0	0	4.635	0	1.391	0	5.3065	0	0	0.6695	0	0	0.7105	5.753	0	7.2435	5.234	0	0	0	0	0	0.5691	0	0	0	17.7654	42.8226	0	0	0	0	0	0	1.5624	1.8701	11.1905	0	6.7041	0	0	0	0	9.7821	0	2.2145	0	0	9.8253	0	1.956	0	8.2541	0	0	1.9482	0	0	1.7562	8.8406	0	11.3453	10.2231	0	0	0	0	0	0.141	0	0	0	3.5787	31.212	0	0	0	0	0	0	0	0	3.239	0	0	0	0	0	0	3.2457	0	0.958	0	0	0	0	0.9677	0	2.8368	0	0	0	0	0	0	3.2734	0	3.8874	1.8127	0	0	0	0	0	0.172942838859423	0	0	0	5.54060595204059	4.6071462944429	0	0	0	0	0	0	0.690038023027979	0.860943316959083	3.05421178565003	0	2.35461122820685	0	0	0	0	2.83166159070428	0	0.512587220698255	0	0	3.49618863274193	0	0.378932851105012	0	2.1119805482764	0	0	0.856181923741836	0	0	0.772116174342366	2.28403801052714	0	2.93914527139493	3.28288455703691	0	0	0	0	0
45636	"Europe"	"24"	5192	"gpm unstable"	"lake"	21244.69489	164.467582367411	"CF_orig"	"GIS"	103521.793103448	33667699661.5975	80.5762338672703	3.32211010966543	0.4168605	0	0	0	6.682428	51.476444	0	0	0	0	0	0	0	0	5.521238	0	8.2017415	0	0	0	0	3.0431135	0	1.2248325	0	0	0	0	0.6579725	0	6.1767535	0	0	0	0	0	0	7.608724	0	4.876948	3.763483	0	0	0	0.3494275	0	0.405	0	0	0	6.651	51.401	0	0	0	0	0	0	0	0	5.388	0	7.896	0	0	0	0	2.822	0	1.1695	0	0	0	0	0.64	0	6.019	0	0	0	0	0	0	7.3515	0	4.766	3.513	0	0	0	0.3095	0	0.6631	0	0	0	13.0406	58.4192	0	0	0	0	0	0	0	0	9.115	0	12.7893	0	0	0	0	5.2196	0	1.7721	0	0	0	0	0.9601	0	9.1527	0	0	0	0	0	0	11.0617	0	8.0044	7.4114	0	0	0	0.8482	0	0.173	0	0	0	0	44.9861	0	0	0	0	0	0	0	0	2.4354	0	3.7353	0	0	0	0	1.0759	0	0.7489	0	0	0	0	0.37	0	3.4428	0	0	0	0	0	0	4.3401	0	2.0538	0	0	0	0	0	0	0.192990092045068	0	0	0	4.58571204386959	5.14411844713582	0	0	0	0	0	0	0	0	2.69572836615042	0	3.52695175725821	0	0	0	0	1.72705728974426	0	0.40980703672268	0	0	0	0	0.236850275005403	0	2.20002949062451	0	0	0	0	0	0	2.65705284643312	0	2.40320624258889	2.65708002341601	0	0	0	0.362697880639052	0
